振動,温度,電力,油塗布,スイッチ,故障
8,259,1059,"F","D","F"
34,259,1059,"F","B","F"
74,259,884,"F","A","T"
15,259,1059,"F","A","F"
60,259,949,"F","C","T"
35,259,1059,"F","D","F"
48,259,1059,"F","D","F"
84,259,834,"F","C","T"
68,259,911,"F","B","T"
67,259,918,"F","D","T"
79,259,866,"F","D","T"
0,259,1059,"F","B","F"
30,259,1059,"F","C","F"
45,259,1059,"F","A","F"
73,259,888,"F","A","T"
10,259,1059,"F","B","F"
27,259,1059,"F","D","F"
33,259,1059,"F","A","F"
62,259,943,"F","D","T"
1,259,1059,"F","B","F"
70,259,903,"F","B","T"
20,259,1059,"F","D","F"
32,259,1059,"F","C","F"
65,259,927,"F","A","T"
24,259,1059,"F","B","F"
12,259,1059,"F","C","F"
13,259,1059,"F","A","F"
28,259,1059,"F","B","F"
64,259,933,"F","B","T"
58,259,954,"F","D","T"
46,259,1059,"F","D","F"
36,259,1059,"F","D","F"
9,259,1059,"F","A","F"
16,259,1059,"F","B","F"
3,259,1059,"F","A","F"
76,259,882,"F","B","T"
26,259,1059,"F","D","F"
21,259,1059,"F","D","F"
54,259,1059,"F","D","F"
2,259,1059,"F","B","F"
4,259,1059,"F","B","F"
7,259,1059,"F","A","F"
39,259,1059,"F","A","F"
55,259,1059,"F","C","F"
58,243,898,"F","A","T"
36,243,1036,"F","B","F"
53,243,930,"F","A","T"
48,243,659,"F","D","T"
59,243,896,"F","A","T"
15,243,1036,"F","A","F"
9,243,1036,"F","D","F"
22,243,1036,"T","D","F"
7,243,1036,"F","A","F"
20,243,1036,"F","C","F"
39,243,1036,"F","A","F"
11,243,1036,"F","A","F"
27,243,1036,"F","D","F"
52,243,939,"F","C","T"
18,243,1036,"F","C","F"
4,243,1036,"F","A","F"
35,243,1036,"F","C","F"
33,243,1036,"T","D","F"
32,243,1036,"F","A","F"
13,243,1036,"F","A","F"
49,243,659,"F","C","T"
14,243,1036,"F","A","F"
34,243,1036,"F","D","F"
12,243,1036,"F","D","F"
6,243,1036,"F","A","F"
23,243,1036,"F","D","F"
57,243,905,"F","D","T"
41,243,1036,"F","B","F"
62,243,892,"F","D","T"
16,243,1036,"F","D","F"
51,243,947,"F","B","T"
0,243,1036,"F","C","F"
5,243,1036,"F","D","F"
25,243,1036,"F","A","F"
8,243,1036,"F","D","F"
40,243,1036,"F","C","F"
2,243,1036,"F","A","F"
3,243,1036,"F","D","F"
21,243,1036,"F","B","F"
17,243,1036,"F","B","F"
29,243,1036,"F","D","F"
54,243,925,"F","C","T"
28,243,1036,"F","A","F"
1,243,1036,"F","C","F"
26,243,1036,"F","D","F"
50,243,956,"F","D","T"
61,243,894,"F","C","T"
43,243,661,"F","D","T"
45,243,660,"T","B","T"
56,243,914,"T","C","T"
38,243,1036,"F","D","F"
63,243,885,"F","C","T"
31,243,1036,"F","A","F"
19,243,1036,"F","C","F"
44,243,662,"F","A","T"
24,243,1036,"F","A","F"
42,243,1036,"F","C","F"
10,243,1036,"F","C","F"
37,243,1036,"F","C","F"
55,243,920,"F","C","T"
47,243,658,"F","A","T"
64,243,877,"F","D","T"
60,243,896,"F","C","T"
30,243,1036,"F","C","F"
46,243,661,"F","A","T"
9,250,935,"F","D","F"
4,250,935,"F","B","F"
27,250,935,"F","B","F"
39,250,935,"F","D","F"
20,250,935,"F","B","F"
36,250,935,"F","C","F"
17,250,935,"F","C","F"
33,250,935,"F","A","F"
26,250,935,"F","C","F"
47,250,935,"F","A","F"
37,250,935,"F","C","F"
8,250,935,"F","A","F"
28,250,935,"F","B","F"
5,250,935,"F","B","F"
22,250,935,"F","B","F"
46,250,935,"F","B","F"
21,250,935,"F","B","F"
1,250,935,"F","C","F"
43,250,935,"F","A","F"
49,250,858,"F","A","F"
7,250,935,"F","C","F"
48,250,867,"F","D","F"
30,250,935,"F","D","F"
12,250,935,"F","A","F"
3,250,935,"F","B","F"
24,250,935,"F","C","F"
25,250,935,"F","D","F"
45,250,935,"F","C","F"
29,250,935,"F","B","F"
0,250,935,"F","C","F"
10,250,935,"F","C","F"
35,250,935,"F","A","F"
18,250,935,"F","A","F"
23,250,935,"F","C","F"
44,250,935,"F","C","F"
13,250,935,"F","C","F"
2,250,935,"F","D","F"
15,250,935,"F","B","F"
38,250,935,"T","B","F"
14,250,935,"F","B","F"
19,250,935,"F","D","F"
16,250,935,"F","B","F"
6,250,935,"F","A","F"
42,250,935,"F","C","F"
40,250,935,"F","D","F"
11,250,935,"F","A","F"
32,250,935,"F","C","F"
41,250,935,"F","B","F"
31,250,935,"F","C","F"
34,250,935,"F","A","F"
56,242,872,"F","A","T"
32,242,960,"F","B","F"
14,242,960,"F","B","F"
41,242,659,"F","D","T"
48,242,659,"F","B","T"
12,242,960,"F","B","F"
33,242,960,"F","C","F"
30,242,960,"F","B","F"
15,242,960,"F","D","F"
26,242,960,"F","B","F"
23,242,960,"F","A","F"
8,242,960,"F","A","F"
54,242,883,"F","B","T"
9,242,960,"F","D","F"
36,242,960,"F","D","F"
27,242,960,"F","A","F"
50,242,896,"F","D","T"
21,242,960,"F","C","F"
4,242,960,"F","D","F"
24,242,960,"F","B","F"
19,242,960,"F","A","F"
37,242,960,"F","C","F"
46,242,660,"F","D","T"
18,242,960,"F","A","F"
20,242,960,"F","C","F"
3,242,960,"F","B","F"
39,242,960,"F","B","F"
43,242,659,"F","B","T"
34,242,960,"F","A","F"
5,242,960,"F","C","F"
40,242,660,"F","C","T"
7,242,960,"F","B","F"
11,242,960,"F","C","F"
29,242,960,"F","D","F"
42,242,660,"F","A","T"
38,242,960,"F","C","F"
51,242,895,"F","B","T"
52,242,889,"F","D","T"
31,242,960,"F","A","F"
16,242,960,"F","C","F"
25,242,960,"F","B","F"
44,242,660,"F","D","T"
6,242,960,"F","D","F"
22,242,960,"F","B","F"
2,242,960,"F","C","F"
0,242,960,"F","A","F"
28,242,960,"F","D","F"
53,242,887,"F","C","T"
13,242,960,"F","A","F"
57,242,872,"F","A","T"
47,242,658,"F","D","T"
1,242,960,"F","C","F"
35,242,960,"F","C","F"
45,242,661,"F","B","T"
10,242,960,"F","D","F"
17,242,960,"F","B","F"
49,242,661,"F","D","T"
55,242,875,"F","A","T"
34,248,1091,"F","D","F"
33,248,1091,"F","B","F"
54,248,999,"F","C","T"
45,248,661,"F","D","T"
6,248,1091,"F","B","F"
22,248,1091,"F","C","F"
70,248,929,"F","B","T"
8,248,1091,"F","C","F"
51,248,1009,"F","D","T"
87,248,840,"F","B","T"
23,248,1091,"F","B","F"
17,248,1091,"F","D","F"
53,248,1005,"F","B","T"
68,248,936,"F","D","T"
15,248,1091,"F","D","F"
7,248,1091,"F","A","F"
24,248,1091,"F","B","F"
47,248,659,"F","B","T"
49,248,659,"F","D","T"
32,248,1091,"F","D","F"
79,248,880,"F","C","T"
4,248,1091,"F","D","F"
84,248,851,"F","B","T"
62,248,960,"F","D","T"
2,248,1091,"F","D","F"
30,248,1091,"F","A","F"
69,248,935,"F","D","T"
13,248,1091,"F","D","F"
44,248,659,"F","D","T"
67,248,937,"F","D","T"
35,248,1091,"F","B","F"
63,248,958,"F","B","T"
38,248,1091,"F","D","F"
42,248,659,"F","C","T"
31,248,1091,"F","C","F"
3,248,1091,"F","B","F"
19,248,1091,"F","D","F"
52,248,1006,"F","A","T"
40,248,659,"F","A","T"
9,248,1091,"F","D","F"
64,248,955,"F","B","T"
18,248,1091,"F","D","F"
21,248,1091,"F","C","F"
55,248,994,"F","C","T"
1,248,1091,"F","D","F"
86,248,846,"F","D","T"
61,248,963,"F","B","T"
5,248,1091,"F","A","F"
80,248,871,"F","A","T"
46,248,658,"F","C","T"
82,248,866,"F","B","T"
83,248,857,"F","B","T"
71,248,927,"F","C","T"
37,248,1091,"F","B","F"
78,248,884,"F","B","T"
48,248,660,"F","B","T"
72,248,921,"F","D","T"
50,248,1017,"F","B","T"
16,248,1091,"F","D","F"
74,248,910,"F","D","T"
10,248,1091,"F","D","F"
29,248,1091,"F","D","F"
66,248,943,"F","C","T"
81,248,870,"F","A","T"
58,248,973,"F","B","T"
20,248,1091,"F","A","F"
77,248,890,"F","A","T"
75,248,903,"F","B","T"
25,248,1091,"F","A","F"
65,248,951,"F","D","T"
85,248,851,"F","D","T"
27,248,1091,"F","B","F"
39,248,661,"F","B","T"
14,248,1091,"F","A","F"
60,248,963,"F","A","T"
28,248,1091,"F","A","F"
59,248,969,"F","C","T"
41,248,661,"F","C","T"
26,248,1091,"F","B","F"
43,248,661,"F","D","T"
56,248,988,"F","A","T"
57,248,979,"F","C","T"
36,248,1091,"F","B","F"
76,248,894,"F","A","T"
73,248,913,"F","D","T"
12,248,1091,"F","C","F"
0,248,1091,"F","B","F"
11,248,1091,"F","D","F"
41,242,1038,"F","D","F"
27,242,1038,"F","A","F"
57,242,1038,"F","C","F"
53,242,1038,"F","A","F"
48,242,1038,"F","D","F"
55,242,1038,"F","B","F"
10,242,1038,"F","A","F"
5,242,1038,"F","A","F"
42,242,1038,"F","A","F"
19,242,1038,"F","A","F"
15,242,1038,"F","B","F"
62,242,888,"F","D","F"
14,242,1038,"F","D","F"
39,242,1038,"F","C","F"
54,242,1038,"F","D","F"
23,242,1038,"F","C","F"
43,242,1038,"F","B","F"
21,242,1038,"F","D","F"
8,242,1038,"F","A","F"
31,242,1038,"F","D","F"
63,242,884,"F","D","F"
4,242,1038,"F","C","F"
59,242,1038,"F","A","F"
38,242,1038,"F","C","F"
32,242,1038,"F","D","F"
26,242,1038,"F","A","F"
30,242,1038,"F","C","F"
51,242,1038,"F","D","F"
6,242,1038,"F","A","F"
11,242,1038,"F","C","F"
58,242,1038,"F","A","F"
7,242,1038,"F","A","F"
29,242,1038,"F","D","F"
35,242,1038,"F","D","F"
46,242,1038,"F","D","F"
1,242,1038,"F","C","F"
60,242,1038,"F","A","F"
17,242,1038,"F","D","F"
3,242,1038,"F","A","F"
24,242,1038,"F","B","F"
50,242,1038,"F","C","F"
25,242,1038,"F","A","F"
65,242,871,"F","C","F"
18,242,1038,"F","B","F"
49,242,1038,"F","B","F"
2,242,1038,"F","C","F"
37,242,1038,"F","D","F"
28,242,1038,"F","D","F"
20,242,1038,"F","B","F"
56,242,1038,"F","C","F"
45,242,1038,"F","D","F"
52,242,1038,"F","C","F"
12,242,1038,"F","B","F"
40,242,1038,"F","B","F"
13,242,1038,"F","C","F"
44,242,1038,"F","C","F"
33,242,1038,"F","B","F"
9,242,1038,"F","B","F"
0,242,1038,"F","A","F"
16,242,1038,"F","A","F"
22,242,1038,"F","A","F"
61,242,1038,"F","D","F"
36,242,1038,"F","C","F"
64,242,880,"F","B","F"
34,242,1038,"F","A","F"
47,242,1038,"F","C","F"
83,252,867,"F","B","F"
63,251,898,"F","B","F"
48,250,912,"F","B","F"
17,251,931,"F","D","F"
38,251,921,"F","C","F"
79,252,870,"F","C","F"
12,250,934,"F","B","F"
49,251,911,"F","C","F"
60,251,903,"F","B","F"
33,250,923,"F","D","F"
81,252,870,"F","B","F"
5,250,938,"F","D","F"
61,251,900,"F","B","F"
24,250,929,"F","D","F"
9,251,934,"F","C","F"
65,252,895,"F","B","F"
73,252,886,"F","D","F"
28,251,926,"F","D","F"
15,251,932,"F","D","F"
29,250,924,"F","D","F"
30,251,923,"F","B","F"
69,252,892,"F","A","F"
68,251,893,"F","A","F"
20,250,931,"F","D","F"
0,250,948,"F","C","F"
75,252,879,"F","C","F"
50,251,911,"F","D","F"
10,251,934,"F","D","F"
62,251,899,"F","B","F"
34,251,922,"F","D","F"
82,252,869,"F","A","F"
25,250,929,"F","C","F"
16,250,932,"F","A","F"
56,251,907,"F","D","F"
19,250,931,"F","A","F"
53,251,909,"F","A","F"
44,251,915,"F","B","F"
13,250,934,"F","C","F"
64,251,898,"F","A","F"
74,252,884,"F","C","F"
47,251,913,"F","A","F"
11,251,934,"F","C","F"
43,251,917,"F","A","F"
27,251,928,"F","A","F"
84,252,865,"F","A","F"
21,250,930,"F","D","F"
26,250,929,"F","C","F"
23,251,929,"F","D","F"
46,251,914,"F","D","F"
1,250,945,"F","A","F"
76,252,878,"F","B","F"
78,252,872,"F","B","F"
72,251,889,"F","C","F"
2,250,944,"F","B","F"
18,251,931,"F","A","F"
37,251,921,"F","B","F"
67,252,894,"F","A","F"
70,251,892,"F","B","F"
52,251,909,"F","B","F"
55,251,908,"F","C","F"
66,251,895,"F","D","F"
7,250,936,"F","C","F"
54,251,908,"F","C","F"
14,250,933,"F","D","F"
35,251,922,"F","A","F"
31,251,923,"F","D","F"
77,252,872,"F","B","F"
42,251,917,"F","D","F"
4,250,940,"F","B","F"
59,251,904,"F","D","F"
80,252,870,"F","B","F"
45,250,915,"F","A","F"
6,250,936,"F","A","F"
39,251,920,"F","D","F"
51,251,910,"F","B","F"
8,251,935,"F","A","F"
22,250,930,"F","C","F"
40,250,919,"F","D","F"
32,250,923,"F","B","F"
58,251,905,"F","D","F"
36,251,921,"F","B","F"
41,252,918,"F","C","F"
71,251,890,"F","C","F"
57,251,907,"F","A","F"
3,250,943,"F","D","F"
71,252,870,"F","D","F"
25,251,926,"F","B","F"
40,251,916,"F","B","F"
55,251,891,"F","A","F"
20,251,927,"F","B","F"
8,250,934,"F","D","F"
44,252,911,"F","A","F"
49,251,905,"F","D","F"
14,250,930,"F","B","F"
5,250,939,"F","B","F"
19,250,928,"F","C","F"
50,251,904,"F","C","F"
28,251,925,"F","C","F"
30,251,923,"F","B","F"
72,252,866,"F","C","F"
45,252,911,"F","C","F"
61,252,886,"F","C","F"
15,251,929,"F","C","F"
69,252,875,"F","B","F"
27,251,925,"F","A","F"
29,251,924,"F","D","F"
65,252,882,"F","C","F"
43,251,913,"F","D","F"
68,252,877,"F","D","F"
6,250,938,"F","B","F"
7,250,937,"F","A","F"
2,250,941,"F","C","F"
62,252,886,"F","D","F"
46,251,908,"F","A","F"
73,252,864,"F","A","F"
31,251,922,"F","A","F"
42,251,913,"F","A","F"
1,250,941,"F","D","F"
63,251,886,"F","A","F"
57,252,890,"F","B","F"
67,252,880,"F","D","F"
3,250,941,"F","D","F"
60,252,887,"F","D","F"
66,252,880,"F","B","F"
38,251,918,"F","A","F"
22,251,927,"F","B","F"
26,250,926,"F","D","F"
36,251,919,"F","A","F"
59,252,888,"F","D","F"
18,251,928,"F","D","F"
17,250,929,"F","B","F"
70,252,872,"F","C","F"
10,251,930,"F","C","F"
48,251,905,"F","B","F"
51,252,900,"F","A","F"
0,250,945,"F","C","F"
64,252,882,"F","B","F"
37,251,918,"F","D","F"
9,250,934,"F","C","F"
35,251,919,"F","A","F"
24,251,926,"F","B","F"
16,251,929,"F","D","F"
23,251,927,"F","C","F"
58,251,890,"F","D","F"
13,251,930,"F","D","F"
47,251,906,"F","C","F"
11,251,930,"F","A","F"
52,251,900,"F","D","F"
33,251,922,"F","A","F"
21,251,927,"F","A","F"
39,251,917,"F","A","F"
34,250,921,"F","B","F"
4,250,940,"F","B","F"
41,251,914,"F","D","F"
56,251,891,"F","B","F"
32,251,922,"F","B","F"
53,251,895,"F","A","F"
12,251,930,"F","D","F"
54,251,894,"F","B","F"
58,252,882,"F","C","F"
33,252,916,"F","B","F"
51,251,894,"F","C","F"
20,250,929,"F","A","F"
46,251,903,"F","A","F"
48,251,901,"F","C","F"
18,250,930,"F","C","F"
24,251,924,"F","B","F"
1,250,946,"F","B","F"
0,250,946,"F","A","F"
36,252,910,"F","A","F"
29,251,921,"F","B","F"
37,251,910,"F","B","F"
14,250,934,"F","B","F"
44,252,904,"F","B","F"
42,251,906,"F","C","F"
54,251,892,"F","D","F"
55,251,892,"F","B","F"
2,250,945,"F","A","F"
13,251,935,"F","D","F"
63,252,873,"F","D","F"
32,251,917,"F","B","F"
22,250,926,"F","C","F"
49,251,901,"F","B","F"
28,251,922,"F","D","F"
30,251,920,"F","C","F"
12,251,936,"F","C","F"
61,252,880,"F","D","F"
21,250,927,"F","B","F"
8,250,938,"F","B","F"
34,251,915,"F","C","F"
53,251,892,"F","A","F"
57,252,884,"F","D","F"
27,251,923,"F","A","F"
59,252,882,"F","C","F"
38,251,910,"F","C","F"
19,250,929,"F","D","F"
7,250,939,"F","D","F"
52,251,893,"F","C","F"
31,251,919,"F","C","F"
10,251,937,"F","D","F"
60,251,881,"F","C","F"
9,251,937,"F","D","F"
5,250,941,"F","C","F"
35,251,914,"F","A","F"
64,252,872,"F","B","F"
25,251,923,"F","C","F"
11,250,937,"F","D","F"
6,250,939,"F","B","F"
4,250,942,"F","B","F"
23,251,924,"F","B","F"
47,251,903,"F","B","F"
50,252,900,"F","A","F"
40,252,907,"F","A","F"
41,252,906,"F","A","F"
45,252,904,"F","A","F"
17,250,931,"F","D","F"
39,251,909,"F","B","F"
62,252,880,"F","A","F"
16,251,932,"F","D","F"
15,250,934,"F","D","F"
43,251,906,"F","A","F"
56,252,890,"F","A","F"
26,251,923,"F","C","F"
3,250,944,"F","C","F"
46,251,908,"F","C","F"
22,250,925,"F","A","F"
55,252,896,"F","A","F"
19,251,928,"F","A","F"
32,251,918,"F","D","F"
36,250,915,"F","A","F"
1,250,946,"F","B","F"
58,252,895,"F","B","F"
21,251,926,"F","D","F"
12,250,935,"F","B","F"
70,252,867,"F","B","F"
29,251,919,"F","D","F"
48,251,905,"F","B","F"
45,251,909,"F","A","F"
17,251,929,"F","D","F"
16,250,931,"F","B","F"
23,251,924,"F","D","F"
41,252,910,"F","B","F"
24,251,924,"F","C","F"
56,252,896,"F","D","F"
5,250,940,"F","C","F"
42,251,910,"F","A","F"
31,250,919,"F","A","F"
64,252,883,"F","D","F"
52,251,900,"F","C","F"
60,252,891,"F","B","F"
18,251,928,"F","D","F"
6,250,940,"F","A","F"
54,251,897,"F","B","F"
53,251,897,"F","B","F"
2,251,944,"F","B","F"
71,252,860,"F","B","F"
11,251,935,"F","B","F"
33,251,918,"F","B","F"
51,252,901,"F","A","F"
43,251,909,"F","D","F"
3,250,941,"F","B","F"
34,251,916,"F","D","F"
63,252,884,"F","D","F"
7,250,938,"F","C","F"
27,251,921,"F","A","F"
20,251,928,"F","A","F"
57,251,896,"F","A","F"
13,251,932,"F","A","F"
9,251,937,"F","D","F"
59,251,892,"F","C","F"
25,251,923,"F","B","F"
26,250,922,"F","C","F"
44,251,909,"F","C","F"
69,252,868,"F","D","F"
30,251,919,"F","C","F"
47,251,905,"F","C","F"
65,252,882,"F","D","F"
4,250,940,"F","C","F"
67,252,873,"F","B","F"
28,251,920,"F","A","F"
37,251,912,"F","D","F"
50,251,904,"F","B","F"
8,250,938,"F","A","F"
68,252,871,"F","D","F"
66,251,878,"F","D","F"
61,251,887,"F","C","F"
62,251,885,"F","D","F"
38,251,912,"F","D","F"
15,251,931,"F","A","F"
49,251,905,"F","D","F"
0,250,947,"F","B","F"
35,251,915,"F","C","F"
39,251,911,"F","D","F"
40,251,911,"F","C","F"
14,250,932,"F","A","F"
10,250,936,"F","D","F"
55,251,887,"F","A","F"
14,250,933,"F","D","F"
9,251,934,"F","A","F"
5,251,938,"F","D","F"
24,250,924,"F","B","F"
29,251,921,"F","C","F"
26,251,922,"F","A","F"
4,250,940,"F","C","F"
6,251,935,"F","D","F"
33,251,916,"F","B","F"
10,251,933,"F","B","F"
13,251,933,"F","A","F"
34,251,915,"F","A","F"
56,252,886,"F","A","F"
30,251,920,"F","C","F"
37,251,913,"F","B","F"
42,251,903,"F","D","F"
23,250,929,"F","D","F"
49,252,893,"F","C","F"
51,251,890,"F","A","F"
11,251,933,"F","D","F"
32,251,918,"F","C","F"
18,251,932,"F","C","F"
61,252,864,"F","A","F"
19,250,932,"F","A","F"
44,251,899,"F","D","F"
43,251,901,"F","A","F"
48,252,894,"F","A","F"
57,251,886,"F","A","F"
20,250,931,"F","A","F"
7,251,934,"F","A","F"
12,251,933,"F","D","F"
0,250,946,"F","C","F"
36,251,915,"F","A","F"
1,250,944,"F","A","F"
60,252,868,"F","B","F"
28,251,921,"F","D","F"
3,250,941,"F","C","F"
41,251,906,"F","A","F"
59,252,883,"F","C","F"
22,251,930,"F","C","F"
46,251,897,"F","D","F"
15,250,933,"F","B","F"
58,252,885,"F","A","F"
21,251,930,"F","B","F"
31,251,918,"F","C","F"
50,251,891,"F","A","F"
53,251,889,"F","D","F"
47,252,895,"F","A","F"
38,251,912,"F","A","F"
25,251,923,"F","D","F"
40,251,910,"F","B","F"
54,251,889,"F","D","F"
39,251,910,"F","B","F"
27,250,922,"F","D","F"
45,251,898,"F","D","F"
16,250,933,"F","A","F"
52,251,889,"F","A","F"
2,250,943,"F","D","F"
8,251,934,"F","C","F"
17,251,932,"F","C","F"
35,251,915,"F","B","F"
23,250,929,"F","B","F"
43,252,902,"F","D","F"
30,251,921,"F","B","F"
27,252,925,"F","B","F"
10,251,938,"F","A","F"
56,252,865,"F","A","F"
22,251,929,"F","B","F"
29,252,922,"F","C","F"
15,250,935,"F","A","F"
7,250,941,"F","A","F"
8,250,940,"F","B","F"
48,251,896,"F","C","F"
52,252,887,"F","C","F"
12,250,938,"F","A","F"
4,250,942,"F","C","F"
32,251,920,"F","A","F"
44,252,900,"F","D","F"
31,251,921,"F","B","F"
50,251,892,"F","A","F"
46,251,900,"F","D","F"
0,250,948,"F","A","F"
18,251,931,"F","C","F"
33,251,920,"F","A","F"
53,252,877,"F","C","F"
34,250,920,"F","B","F"
40,251,909,"F","C","F"
2,250,945,"F","B","F"
9,250,940,"F","C","F"
54,252,876,"F","C","F"
6,250,942,"F","A","F"
19,251,931,"F","C","F"
35,251,919,"F","D","F"
38,251,909,"F","B","F"
14,250,936,"F","A","F"
55,252,876,"F","B","F"
21,250,930,"F","D","F"
24,251,928,"F","C","F"
17,250,932,"F","B","F"
49,252,895,"F","D","F"
39,251,909,"F","C","F"
13,250,937,"F","A","F"
37,251,914,"F","C","F"
47,251,899,"F","B","F"
20,251,930,"F","D","F"
16,250,932,"F","B","F"
36,251,916,"F","C","F"
1,250,947,"F","A","F"
41,252,908,"F","C","F"
28,251,925,"F","A","F"
45,252,900,"F","D","F"
42,251,908,"F","C","F"
51,252,890,"F","B","F"
26,251,926,"F","C","F"
5,250,942,"F","D","F"
3,251,943,"F","A","F"
25,251,928,"F","C","F"
11,250,938,"F","A","F"
39,251,903,"F","A","F"
8,251,933,"F","A","F"
28,252,914,"F","A","F"
10,251,932,"F","C","F"
30,251,914,"F","C","F"
32,251,912,"F","A","F"
0,250,945,"F","C","F"
24,251,918,"F","A","F"
25,251,917,"F","B","F"
35,251,906,"F","A","F"
40,251,902,"F","D","F"
52,252,871,"F","B","F"
46,251,886,"F","B","F"
18,251,924,"F","B","F"
4,250,941,"F","C","F"
33,251,911,"F","D","F"
43,252,895,"F","B","F"
36,251,905,"F","D","F"
27,250,917,"F","B","F"
11,251,931,"F","C","F"
19,251,922,"F","A","F"
51,252,871,"F","D","F"
15,251,927,"F","C","F"
22,251,919,"F","C","F"
16,250,927,"F","D","F"
20,250,921,"F","A","F"
29,251,914,"F","D","F"
14,251,927,"F","B","F"
44,252,893,"F","D","F"
42,252,897,"F","B","F"
13,251,927,"F","B","F"
50,252,879,"F","A","F"
31,252,912,"F","A","F"
45,251,887,"F","C","F"
38,251,903,"F","A","F"
53,252,870,"F","B","F"
6,250,939,"F","C","F"
3,250,941,"F","A","F"
12,251,928,"F","A","F"
21,251,920,"F","D","F"
17,251,926,"F","D","F"
41,252,900,"F","B","F"
9,250,933,"F","A","F"
34,251,911,"F","A","F"
37,251,904,"F","D","F"
47,252,883,"F","B","F"
26,251,917,"F","A","F"
1,250,942,"F","C","F"
5,251,940,"F","A","F"
2,250,941,"F","D","F"
23,251,918,"F","D","F"
49,251,880,"F","D","F"
48,251,882,"F","A","F"
7,251,934,"F","C","F"
7,250,936,"F","D","F"
8,251,935,"F","C","F"
41,251,900,"F","D","F"
39,252,903,"F","B","F"
48,251,890,"F","D","F"
47,251,892,"F","B","F"
10,250,935,"F","B","F"
42,251,899,"F","A","F"
31,251,912,"F","A","F"
20,251,923,"F","C","F"
19,250,924,"F","C","F"
28,251,914,"F","A","F"
38,251,904,"F","A","F"
23,250,923,"F","B","F"
0,250,948,"F","C","F"
30,251,912,"F","B","F"
52,252,863,"F","C","F"
14,251,928,"F","D","F"
43,252,897,"F","D","F"
49,251,888,"F","B","F"
37,252,906,"F","D","F"
34,251,910,"F","A","F"
33,251,910,"F","A","F"
16,252,927,"F","B","F"
40,251,902,"F","A","F"
2,250,945,"F","A","F"
21,250,923,"F","A","F"
13,251,931,"F","A","F"
44,251,897,"F","A","F"
35,251,910,"F","A","F"
45,251,895,"F","C","F"
15,251,928,"F","A","F"
11,251,933,"F","A","F"
12,250,933,"F","B","F"
3,250,944,"F","B","F"
36,252,907,"F","A","F"
17,250,925,"F","A","F"
29,250,913,"F","C","F"
51,252,880,"F","D","F"
24,251,921,"F","D","F"
25,251,915,"F","D","F"
32,251,911,"F","B","F"
1,250,947,"F","B","F"
26,251,914,"F","B","F"
46,252,894,"F","D","F"
27,251,914,"F","B","F"
18,250,925,"F","B","F"
22,250,923,"F","D","F"
50,252,882,"F","D","F"
9,250,935,"F","D","F"
5,250,938,"F","D","F"
6,250,936,"F","B","F"
4,250,939,"F","B","F"
5,250,937,"F","B","F"
23,251,927,"F","B","F"
11,250,931,"F","D","F"
45,251,906,"F","B","F"
54,252,895,"F","C","F"
50,251,904,"F","B","F"
24,251,927,"F","D","F"
30,251,920,"F","B","F"
21,250,928,"F","B","F"
67,252,862,"F","D","F"
42,252,907,"F","D","F"
19,251,928,"F","A","F"
14,251,930,"F","C","F"
13,251,930,"F","D","F"
49,251,904,"F","D","F"
57,252,890,"F","A","F"
58,252,890,"F","C","F"
37,251,912,"F","A","F"
62,252,887,"F","D","F"
52,251,896,"F","B","F"
39,251,911,"F","C","F"
6,251,934,"F","C","F"
48,252,904,"F","C","F"
9,250,932,"F","B","F"
18,251,928,"F","C","F"
27,251,922,"F","B","F"
17,250,929,"F","B","F"
10,251,931,"F","B","F"
7,251,933,"F","D","F"
66,252,876,"F","D","F"
64,251,879,"F","C","F"
59,252,889,"F","A","F"
35,251,916,"F","A","F"
3,250,939,"F","A","F"
34,251,916,"F","C","F"
28,251,922,"F","B","F"
26,251,922,"F","B","F"
31,251,917,"F","B","F"
44,251,907,"F","D","F"
29,251,920,"F","D","F"
61,251,888,"F","B","F"
12,251,930,"F","A","F"
65,252,878,"F","A","F"
0,250,942,"F","D","F"
36,252,912,"F","D","F"
40,250,909,"F","A","F"
53,252,895,"F","D","F"
22,251,927,"F","A","F"
8,250,932,"F","C","F"
1,250,942,"F","B","F"
33,250,917,"F","A","F"
63,252,881,"F","B","F"
47,251,906,"F","D","F"
25,251,925,"F","D","F"
16,251,929,"F","A","F"
55,252,891,"F","B","F"
38,251,911,"F","D","F"
20,251,928,"F","B","F"
2,250,940,"F","D","F"
41,250,909,"F","A","F"
46,251,906,"F","B","F"
32,251,917,"F","C","F"
43,252,907,"F","C","F"
51,251,897,"F","B","F"
56,252,891,"F","B","F"
15,251,929,"F","A","F"
4,250,938,"F","A","F"
60,252,888,"F","D","F"
6,251,935,"F","A","F"
59,251,893,"F","C","F"
26,251,918,"F","C","F"
70,252,882,"F","C","F"
10,251,933,"F","C","F"
43,251,909,"F","B","F"
69,251,884,"F","B","F"
55,252,896,"F","D","F"
46,251,909,"F","C","F"
77,252,871,"F","C","F"
9,250,934,"F","B","F"
60,252,892,"F","C","F"
3,251,939,"F","B","F"
16,251,928,"F","C","F"
25,251,919,"F","D","F"
27,251,917,"F","A","F"
21,250,922,"F","C","F"
34,251,914,"F","D","F"
17,251,927,"F","A","F"
73,252,875,"F","B","F"
19,251,923,"F","D","F"
4,251,935,"F","C","F"
33,251,914,"F","B","F"
5,251,935,"F","C","F"
