M_CD,UP_TIME,POWER,TEMP,ERR_CD
"1028",33,924,251,"0"
"1028",34,924,251,"0"
"1028",35,924,251,"0"
"1028",36,924,251,"0"
"1028",37,924,250,"0"
"1028",38,920,251,"0"
"1028",39,919,250,"0"
"1028",40,918,251,"0"
"1028",41,918,251,"0"
"1028",42,917,251,"0"
"1028",43,917,251,"0"
"1028",44,916,251,"0"
"1028",45,914,252,"0"
"1028",46,914,251,"0"
"1028",47,913,252,"0"
"1028",48,913,252,"0"
"1028",49,913,251,"0"
"1028",50,913,251,"0"
"1028",51,913,251,"0"
"1028",52,912,251,"0"
"1028",53,912,251,"0"
"1028",54,912,250,"0"
"1028",55,911,251,"0"
"1028",56,911,251,"0"
"1028",57,910,251,"0"
"1028",58,910,251,"0"
"1028",59,909,251,"0"
"1028",60,909,251,"0"
"1028",61,906,251,"0"
"1028",62,904,252,"0"
"1028",63,903,251,"0"
"1028",64,903,251,"0"
"1028",65,902,252,"0"
"1028",66,896,251,"0"
"1028",67,896,251,"0"
"1028",68,895,252,"0"
"1028",69,894,252,"0"
"1028",70,894,251,"0"
"1028",71,894,251,"0"
"1028",72,889,252,"0"
"1028",73,887,251,"0"
"1028",74,886,252,"0"
"1028",75,885,252,"0"
"1028",76,884,252,"0"
"1028",77,881,251,"0"
"1028",78,879,252,"0"
"1028",79,864,252,"0"
"1029",0,946,250,"0"
"1029",1,945,250,"0"
"1029",2,944,250,"0"
"1029",3,942,250,"0"
"1029",4,941,250,"0"
"1029",5,940,250,"0"
"1029",6,939,250,"0"
"1029",7,938,250,"0"
"1029",8,935,250,"0"
"1029",9,934,250,"0"
"1029",10,933,250,"0"
"1029",11,933,250,"0"
"1029",12,932,251,"0"
"1029",13,932,251,"0"
"1029",14,932,251,"0"
"1029",15,932,250,"0"
"1029",16,932,250,"0"
"1029",17,931,250,"0"
"1029",18,931,250,"0"
"1029",19,931,250,"0"
"1029",20,930,251,"0"
"1029",21,930,250,"0"
"1029",22,929,251,"0"
"1029",23,928,251,"0"
"1029",24,928,251,"0"
"1029",25,927,251,"0"
"1029",26,925,251,"0"
"1029",27,925,250,"0"
"1029",28,922,251,"0"
"1029",29,921,251,"0"
"1029",30,919,251,"0"
"1029",31,919,251,"0"
"1029",32,918,251,"0"
"1029",33,917,251,"0"
"1029",34,915,251,"0"
"1029",35,915,250,"0"
"1029",36,914,251,"0"
"1029",37,911,252,"0"
"1029",38,911,251,"0"
"1029",39,911,251,"0"
"1029",40,910,251,"0"
"1029",41,907,252,"0"
"1029",42,906,251,"0"
"1029",43,905,251,"0"
"1029",44,905,251,"0"
"1029",45,899,251,"0"
"1029",46,897,251,"0"
"1029",47,895,251,"0"
"1029",48,894,252,"0"
"1029",49,894,251,"0"
"1029",50,892,251,"0"
"1029",51,891,252,"0"
"1029",52,890,251,"0"
"1029",53,887,252,"0"
"1029",54,886,252,"0"
"1029",55,883,252,"0"
"1029",56,879,252,"0"
"1029",57,879,252,"0"
"1029",58,877,252,"0"
"1029",59,877,251,"0"
"1029",60,875,252,"0"
"1030",0,937,250,"0"
"1030",1,937,250,"0"
"1030",2,936,250,"0"
"1030",3,936,250,"0"
"1030",4,935,250,"0"
"1030",5,935,250,"0"
"1030",6,934,251,"0"
"1030",7,933,251,"0"
"1030",8,933,250,"0"
"1030",9,932,251,"0"
"1030",10,932,251,"0"
"1030",11,931,251,"0"
"1030",12,931,250,"0"
"1030",13,930,251,"0"
"1030",14,930,250,"0"
"1030",15,929,251,"0"
"1030",16,929,250,"0"
"1030",17,928,251,"0"
"1030",18,928,251,"0"
"1030",19,927,251,"0"
"1030",20,927,251,"0"
"1030",21,926,251,"0"
"1030",22,925,251,"0"
"1030",23,925,251,"0"
"1030",24,925,250,"0"
"1030",25,924,251,"0"
"1030",26,923,251,"0"
"1030",27,921,251,"0"
"1030",28,921,251,"0"
"1030",29,921,251,"0"
"1030",30,921,251,"0"
"1030",31,921,250,"0"
"1030",32,921,250,"0"
"1030",33,920,251,"0"
"1030",34,920,251,"0"
"1030",35,918,251,"0"
"1030",36,917,251,"0"
"1030",37,916,252,"0"
"1030",38,916,251,"0"
"1030",39,915,252,"0"
"1030",40,915,251,"0"
"1030",41,914,251,"0"
"1030",42,913,251,"0"
"1030",43,913,251,"0"
"1030",44,912,251,"0"
"1030",45,911,251,"0"
"1030",46,910,251,"0"
"1030",47,910,251,"0"
"1030",48,908,251,"0"
"1030",49,908,251,"0"
"1030",50,906,252,"0"
"1030",51,906,251,"0"
"1030",52,905,251,"0"
"1030",53,904,251,"0"
"1030",54,903,252,"0"
"1030",55,902,251,"0"
"1030",56,899,252,"0"
"1030",57,897,252,"0"
"1030",58,897,252,"0"
"1030",59,896,252,"0"
"1030",60,896,251,"0"
"1030",61,895,251,"0"
"1030",62,895,251,"0"
"1030",63,888,252,"0"
"1030",64,888,251,"0"
"1030",65,888,251,"0"
"1030",66,887,252,"0"
"1030",67,885,252,"0"
"1030",68,880,252,"0"
"1030",69,880,251,"0"
"1030",70,879,252,"0"
"1030",71,876,252,"0"
"1030",72,872,252,"0"
"1030",73,868,252,"0"
"1031",0,944,250,"0"
"1031",1,944,250,"0"
"1031",2,944,250,"0"
"1031",3,944,250,"0"
"1031",4,941,250,"0"
"1031",5,941,250,"0"
"1031",6,940,251,"0"
"1031",7,939,250,"0"
"1031",8,938,250,"0"
"1031",9,937,250,"0"
"1031",10,936,250,"0"
"1031",11,934,251,"0"
"1031",12,934,250,"0"
"1031",13,933,251,"0"
"1031",14,932,251,"0"
"1031",15,931,250,"0"
"1031",16,930,251,"0"
"1031",17,929,251,"0"
"1031",18,927,251,"0"
"1031",19,927,251,"0"
"1031",20,926,251,"0"
"1031",21,925,251,"0"
"1031",22,924,251,"0"
"1031",23,924,250,"0"
"1031",24,923,251,"0"
"1031",25,923,251,"0"
"1031",26,922,251,"0"
"1031",27,922,250,"0"
"1031",28,920,251,"0"
"1031",29,920,251,"0"
"1031",30,919,251,"0"
"1031",31,916,251,"0"
"1031",32,916,250,"0"
"1031",33,914,252,"0"
"1031",34,912,251,"0"
"1031",35,911,251,"0"
"1031",36,910,251,"0"
"1031",37,909,251,"0"
"1031",38,908,251,"0"
"1031",39,907,252,"0"
"1031",40,907,251,"0"
"1031",41,906,251,"0"
"1031",42,904,251,"0"
"1031",43,904,251,"0"
"1031",44,901,251,"0"
"1031",45,900,251,"0"
"1031",46,900,251,"0"
"1031",47,898,251,"0"
"1031",48,898,251,"0"
"1031",49,898,251,"0"
"1031",50,896,252,"0"
"1031",51,894,252,"0"
"1031",52,894,251,"0"
"1031",53,894,251,"0"
"1031",54,893,252,"0"
"1031",55,892,252,"0"
"1031",56,888,251,"0"
"1031",57,888,251,"0"
"1031",58,887,251,"0"
"1031",59,885,252,"0"
"1031",60,885,252,"0"
"1031",61,883,252,"0"
"1031",62,882,252,"0"
"1031",63,880,252,"0"
"1031",64,880,251,"0"
"1031",65,875,252,"0"
"1031",66,871,252,"0"
"1032",0,943,250,"0"
"1032",1,943,250,"0"
"1032",2,939,250,"0"
"1032",3,938,251,"0"
"1032",4,938,250,"0"
"1032",5,937,250,"0"
"1032",6,937,250,"0"
"1032",7,937,250,"0"
"1032",8,936,251,"0"
"1032",9,935,250,"0"
"1032",10,935,250,"0"
"1032",11,934,251,"0"
"1032",12,934,250,"0"
"1032",13,933,250,"0"
"1032",14,930,250,"0"
"1032",15,929,251,"0"
"1032",16,929,251,"0"
"1032",17,929,250,"0"
"1032",18,927,250,"0"
"1032",19,926,251,"0"
"1032",20,926,251,"0"
"1032",21,925,251,"0"
"1032",22,925,251,"0"
"1032",23,924,251,"0"
"1032",24,923,251,"0"
"1032",25,923,251,"0"
"1032",26,922,251,"0"
"1032",27,922,251,"0"
"1032",28,921,251,"0"
"1032",29,919,251,"0"
"1032",30,919,251,"0"
"1032",31,917,251,"0"
"1032",32,916,251,"0"
"1032",33,914,251,"0"
"1032",34,913,251,"0"
"1032",35,908,251,"0"
"1032",36,908,251,"0"
"1032",37,907,251,"0"
"1032",38,907,251,"0"
"1032",39,906,251,"0"
"1032",40,906,251,"0"
"1032",41,905,251,"0"
"1032",42,905,251,"0"
"1032",43,905,251,"0"
"1032",44,901,251,"0"
"1032",45,900,252,"0"
"1032",46,900,251,"0"
"1032",47,900,251,"0"
"1032",48,896,252,"0"
"1032",49,896,251,"0"
"1032",50,893,252,"0"
"1032",51,893,251,"0"
"1032",52,890,252,"0"
"1032",53,889,252,"0"
"1032",54,888,251,"0"
"1032",55,887,251,"0"
"1032",56,886,252,"0"
"1032",57,882,251,"0"
"1032",58,879,252,"0"
"1032",59,879,252,"0"
"1032",60,877,252,"0"
"1032",61,877,252,"0"
"1032",62,876,252,"0"
"1032",63,876,251,"0"
"1032",64,871,252,"0"
"1032",65,869,252,"0"
"1032",66,869,252,"0"
"1032",67,866,252,"0"
"1032",68,863,252,"0"
"1033",0,942,250,"0"
"1033",1,942,250,"0"
"1033",2,942,250,"0"
"1033",3,941,250,"0"
"1033",4,940,251,"0"
"1033",5,940,250,"0"
"1033",6,939,250,"0"
"1033",7,938,251,"0"
"1033",8,937,250,"0"
"1033",9,936,250,"0"
"1033",10,934,251,"0"
"1033",11,934,250,"0"
"1033",12,933,251,"0"
"1033",13,933,250,"0"
"1033",14,932,250,"0"
"1033",15,932,250,"0"
"1033",16,931,251,"0"
"1033",17,931,250,"0"
"1033",18,930,250,"0"
"1033",19,929,251,"0"
"1033",20,927,251,"0"
"1033",21,927,250,"0"
"1033",22,926,251,"0"
"1033",23,926,251,"0"
"1033",24,925,251,"0"
"1033",25,925,251,"0"
"1033",26,924,251,"0"
"1033",27,923,252,"0"
"1033",28,923,251,"0"
"1033",29,921,251,"0"
"1033",30,921,250,"0"
"1033",31,920,251,"0"
"1033",32,919,252,"0"
"1033",33,919,251,"0"
"1033",34,919,251,"0"
"1033",35,918,251,"0"
"1033",36,918,251,"0"
"1033",37,918,251,"0"
"1033",38,917,251,"0"
"1033",39,917,251,"0"
"1033",40,917,250,"0"
"1033",41,916,252,"0"
"1033",42,914,251,"0"
"1033",43,913,252,"0"
"1033",44,912,251,"0"
"1033",45,912,251,"0"
"1033",46,912,251,"0"
"1033",47,911,252,"0"
"1033",48,911,251,"0"
"1033",49,911,250,"0"
"1033",50,909,252,"0"
"1033",51,909,251,"0"
"1033",52,908,251,"0"
"1033",53,908,251,"0"
"1033",54,908,251,"0"
"1033",55,907,252,"0"
"1033",56,907,251,"0"
"1033",57,907,251,"0"
"1033",58,907,251,"0"
"1033",59,905,251,"0"
"1033",60,903,251,"0"
"1033",61,901,251,"0"
"1033",62,901,251,"0"
"1033",63,901,251,"0"
"1033",64,899,252,"0"
"1033",65,895,251,"0"
"1033",66,893,251,"0"
"1033",67,890,251,"0"
"1033",68,889,252,"0"
"1033",69,889,251,"0"
"1033",70,888,252,"0"
"1033",71,888,251,"0"
"1033",72,887,252,"0"
"1033",73,885,252,"0"
"1033",74,885,251,"0"
"1033",75,883,252,"0"
"1033",76,882,252,"0"
"1033",77,881,252,"0"
"1033",78,880,252,"0"
"1033",79,877,252,"0"
"1033",80,876,252,"0"
"1033",81,873,252,"0"
"1033",82,872,252,"0"
"1033",83,871,252,"0"
"1034",0,945,250,"0"
"1034",1,944,250,"0"
"1034",2,943,250,"0"
"1034",3,942,250,"0"
"1034",4,939,250,"0"
"1034",5,939,250,"0"
"1034",6,938,251,"0"
"1034",7,937,250,"0"
"1034",8,936,251,"0"
"1034",9,936,250,"0"
"1034",10,935,251,"0"
"1034",11,935,251,"0"
"1034",12,935,250,"0"
"1034",13,934,251,"0"
"1034",14,934,250,"0"
"1034",15,934,250,"0"
"1034",16,934,250,"0"
"1034",17,934,250,"0"
"1034",18,933,251,"0"
"1034",19,933,250,"0"
"1034",20,930,251,"0"
"1034",21,930,251,"0"
"1034",22,929,250,"0"
"1034",23,928,251,"0"
"1034",24,928,251,"0"
"1034",25,928,250,"0"
"1034",26,928,250,"0"
"1034",27,927,251,"0"
"1034",28,926,250,"0"
"1034",29,926,250,"0"
"1034",30,925,251,"0"
"1034",31,924,251,"0"
"1034",32,924,251,"0"
"1034",33,924,251,"0"
"1034",34,924,250,"0"
"1034",35,923,251,"0"
"1034",36,923,250,"0"
"1034",37,922,251,"0"
"1034",38,921,251,"0"
"1034",39,921,250,"0"
"1034",40,920,250,"0"
"1034",41,919,251,"0"
"1034",42,919,250,"0"
"1034",43,918,250,"0"
"1034",44,918,250,"0"
"1034",45,917,251,"0"
"1034",46,916,251,"0"
"1034",47,914,251,"0"
"1034",48,912,252,"0"
"1034",49,912,251,"0"
"1034",50,911,251,"0"
"1034",51,911,250,"0"
"1034",52,910,251,"0"
"1034",53,910,251,"0"
"1034",54,909,251,"0"
"1034",55,908,251,"0"
"1034",56,905,252,"0"
"1034",57,905,251,"0"
"1034",58,904,252,"0"
"1034",59,903,252,"0"
"1034",60,901,252,"0"
"1034",61,901,251,"0"
"1034",62,896,251,"0"
"1034",63,895,252,"0"
"1034",64,895,251,"0"
"1034",65,894,252,"0"
"1034",66,893,251,"0"
"1034",67,891,252,"0"
"1034",68,881,251,"0"
"1034",69,873,252,"0"
"1034",70,871,252,"0"
"1035",0,943,250,"0"
"1035",1,942,250,"0"
"1035",2,941,250,"0"
"1035",3,941,250,"0"
"1035",4,940,251,"0"
"1035",5,940,250,"0"
"1035",6,939,251,"0"
"1035",7,939,251,"0"
"1035",8,939,250,"0"
"1035",9,938,250,"0"
"1035",10,937,251,"0"
"1035",11,935,251,"0"
"1035",12,935,251,"0"
"1035",13,935,250,"0"
"1035",14,935,250,"0"
"1035",15,935,250,"0"
"1035",16,934,251,"0"
"1035",17,934,250,"0"
"1035",18,933,250,"0"
"1035",19,932,250,"0"
"1035",20,932,250,"0"
"1035",21,931,251,"0"
"1035",22,931,250,"0"
"1035",23,930,251,"0"
"1035",24,930,251,"0"
"1035",25,930,251,"0"
"1035",26,929,251,"0"
"1035",27,929,250,"0"
"1035",28,929,250,"0"
"1035",29,928,251,"0"
"1035",30,926,251,"0"
"1035",31,926,251,"0"
"1035",32,925,251,"0"
"1035",33,924,250,"0"
"1035",34,922,251,"0"
"1035",35,921,251,"0"
"1035",36,921,251,"0"
"1035",37,920,251,"0"
"1035",38,918,251,"0"
"1035",39,914,251,"0"
"1035",40,913,251,"0"
"1035",41,911,251,"0"
"1035",42,911,251,"0"
"1035",43,910,251,"0"
"1035",44,909,251,"0"
"1035",45,908,251,"0"
"1035",46,906,252,"0"
"1035",47,901,251,"0"
"1035",48,899,252,"0"
"1035",49,899,252,"0"
"1035",50,899,251,"0"
"1035",51,897,252,"0"
"1035",52,895,252,"0"
"1035",53,894,252,"0"
"1035",54,891,252,"0"
"1035",55,890,251,"0"
"1035",56,882,251,"0"
"1035",57,881,252,"0"
"1035",58,880,251,"0"
"1035",59,876,252,"0"
"1035",60,874,252,"0"
"1035",61,874,251,"0"
"1035",62,872,252,"0"
"1035",63,872,252,"0"
"1036",0,945,250,"0"
"1036",1,943,251,"0"
"1036",2,943,250,"0"
"1036",3,941,250,"0"
"1036",4,940,251,"0"
"1036",5,939,250,"0"
"1036",6,938,250,"0"
"1036",7,938,250,"0"
"1036",8,938,250,"0"
"1036",9,936,250,"0"
"1036",10,935,251,"0"
"1036",11,934,251,"0"
"1036",12,934,250,"0"
"1036",13,931,250,"0"
"1036",14,930,251,"0"
"1036",15,930,250,"0"
"1036",16,929,251,"0"
"1036",17,929,251,"0"
"1036",18,929,250,"0"
"1036",19,928,251,"0"
"1036",20,928,251,"0"
"1036",21,927,251,"0"
"1036",22,927,251,"0"
"1036",23,926,251,"0"
"1036",24,926,250,"0"
"1036",25,924,251,"0"
"1036",26,924,250,"0"
"1036",27,922,251,"0"
"1036",28,921,251,"0"
"1036",29,921,251,"0"
"1036",30,920,251,"0"
"1036",31,919,251,"0"
"1036",32,918,251,"0"
"1036",33,917,251,"0"
"1036",34,916,251,"0"
"1036",35,914,251,"0"
"1036",36,912,251,"0"
"1036",37,912,251,"0"
"1036",38,911,252,"0"
"1036",39,910,251,"0"
"1036",40,908,251,"0"
"1036",41,907,251,"0"
"1036",42,907,251,"0"
"1036",43,906,251,"0"
"1036",44,905,250,"0"
"1036",45,904,251,"0"
"1036",46,903,251,"0"
"1036",47,903,251,"0"
"1036",48,902,251,"0"
"1036",49,901,252,"0"
"1036",50,901,251,"0"
"1036",51,901,251,"0"
"1036",52,899,251,"0"
"1036",53,899,251,"0"
"1036",54,898,252,"0"
"1036",55,896,251,"0"
"1036",56,896,251,"0"
"1036",57,896,251,"0"
"1036",58,895,251,"0"
"1036",59,893,251,"0"
"1036",60,892,252,"0"
"1036",61,891,252,"0"
"1036",62,885,251,"0"
"1036",63,884,252,"0"
"1036",64,883,252,"0"
"1036",65,882,252,"0"
"1036",66,879,252,"0"
"1036",67,879,252,"0"
"1036",68,874,252,"0"
"1036",69,874,252,"0"
"1036",70,872,252,"0"
"1036",71,870,252,"0"
"1036",72,866,252,"0"
"1037",0,948,250,"0"
"1037",1,947,250,"0"
"1037",2,939,250,"0"
"1037",3,938,250,"0"
"1037",4,937,250,"0"
"1037",5,937,250,"0"
"1037",6,936,250,"0"
"1037",7,936,250,"0"
"1037",8,935,250,"0"
"1037",9,935,250,"0"
"1037",10,934,250,"0"
"1037",11,933,251,"0"
"1037",12,933,250,"0"
"1037",13,932,250,"0"
"1037",14,932,250,"0"
"1037",15,932,250,"0"
"1037",16,930,251,"0"
"1037",17,929,250,"0"
"1037",18,927,252,"0"
"1037",19,927,251,"0"
"1037",20,925,251,"0"
"1037",21,925,250,"0"
"1037",22,924,251,"0"
"1037",23,923,251,"0"
"1037",24,923,251,"0"
"1037",25,921,252,"0"
"1037",26,919,251,"0"
"1037",27,917,251,"0"
"1037",28,917,250,"0"
"1037",29,917,250,"0"
"1037",30,916,251,"0"
"1037",31,915,251,"0"
"1037",32,914,251,"0"
"1037",33,913,251,"0"
"1037",34,911,251,"0"
"1037",35,911,251,"0"
"1037",36,910,251,"0"
"1037",37,909,251,"0"
"1037",38,907,252,"0"
"1037",39,902,251,"0"
"1037",40,900,252,"0"
"1037",41,899,251,"0"
"1037",42,898,252,"0"
"1037",43,898,251,"0"
"1037",44,896,252,"0"
"1037",45,896,251,"0"
"1037",46,895,251,"0"
"1037",47,895,251,"0"
"1037",48,895,251,"0"
"1037",49,895,250,"0"
"1037",50,893,252,"0"
"1037",51,892,252,"0"
"1037",52,892,251,"0"
"1037",53,887,251,"0"
"1037",54,886,252,"0"
"1037",55,884,252,"0"
"1037",56,881,251,"0"
"1037",57,880,251,"0"
"1037",58,878,252,"0"
"1037",59,877,252,"0"
"1037",60,868,252,"0"
"1037",61,866,252,"0"
"1038",0,946,250,"0"
"1038",1,942,250,"0"
"1038",2,941,250,"0"
"1038",3,939,250,"0"
"1038",4,937,250,"0"
"1038",5,937,250,"0"
"1038",6,935,251,"0"
"1038",7,934,251,"0"
"1038",8,934,250,"0"
"1038",9,934,250,"0"
"1038",10,934,250,"0"
"1038",11,933,251,"0"
"1038",12,933,251,"0"
"1038",13,933,250,"0"
"1038",14,933,250,"0"
"1038",15,931,251,"0"
"1038",16,931,250,"0"
"1038",17,931,250,"0"
"1038",18,930,251,"0"
"1038",19,930,250,"0"
"1038",20,928,251,"0"
"1038",21,928,250,"0"
"1038",22,928,250,"0"
"1038",23,926,251,"0"
"1038",24,925,251,"0"
"1038",25,924,251,"0"
"1038",26,924,251,"0"
"1038",27,923,251,"0"
"1038",28,921,251,"0"
"1038",29,920,251,"0"
"1038",30,918,251,"0"
"1038",31,917,251,"0"
"1038",32,917,251,"0"
"1038",33,917,251,"0"
"1038",34,916,251,"0"
"1038",35,916,251,"0"
"1038",36,915,251,"0"
"1038",37,915,250,"0"
"1038",38,914,252,"0"
"1038",39,914,251,"0"
"1038",40,914,251,"0"
"1038",41,914,251,"0"
"1038",42,911,251,"0"
"1038",43,911,251,"0"
"1038",44,908,251,"0"
"1038",45,908,251,"0"
"1038",46,906,250,"0"
"1038",47,903,252,"0"
"1038",48,900,251,"0"
"1038",49,897,251,"0"
"1038",50,894,251,"0"
"1038",51,893,252,"0"
"1038",52,891,251,"0"
"1038",53,889,252,"0"
"1038",54,888,252,"0"
"1038",55,887,252,"0"
"1038",56,885,252,"0"
"1038",57,885,252,"0"
"1038",58,884,252,"0"
"1038",59,884,252,"0"
"1038",60,884,251,"0"
"1038",61,882,252,"0"
"1038",62,877,252,"0"
"1038",63,877,252,"0"
"1038",64,876,252,"0"
"1038",65,874,252,"0"
"1038",66,867,252,"0"
"1038",67,866,252,"0"
"1039",0,946,250,"0"
"1039",1,944,251,"0"
"1039",2,944,250,"0"
"1039",3,943,250,"0"
"1039",4,942,250,"0"
"1039",5,941,250,"0"
"1039",6,941,250,"0"
"1039",7,940,250,"0"
"1039",8,939,250,"0"
"1039",9,937,251,"0"
"1039",10,936,250,"0"
"1039",11,935,250,"0"
"1039",12,935,250,"0"
"1039",13,935,250,"0"
"1039",14,934,250,"0"
"1039",15,933,250,"0"
"1039",16,931,250,"0"
"1039",17,930,251,"0"
"1039",18,929,251,"0"
"1039",19,929,250,"0"
"1039",20,928,251,"0"
"1039",21,928,251,"0"
"1039",22,928,251,"0"
"1039",23,928,250,"0"
"1039",24,926,251,"0"
"1039",25,926,251,"0"
"1039",26,925,251,"0"
"1039",27,925,251,"0"
"1039",28,925,251,"0"
"1039",29,924,251,"0"
"1039",30,923,251,"0"
"1039",31,923,251,"0"
"1039",32,922,252,"0"
"1039",33,921,251,"0"
"1039",34,921,251,"0"
"1039",35,920,251,"0"
"1039",36,920,251,"0"
"1039",37,919,251,"0"
"1039",38,916,251,"0"
"1039",39,913,251,"0"
"1039",40,910,252,"0"
"1039",41,906,252,"0"
"1039",42,906,251,"0"
"1039",43,905,251,"0"
"1039",44,905,251,"0"
"1039",45,903,252,"0"
"1039",46,903,251,"0"
"1039",47,902,252,"0"
"1039",48,902,252,"0"
"1039",49,900,251,"0"
"1039",50,898,252,"0"
"1039",51,898,251,"0"
"1039",52,898,251,"0"
"1039",53,897,252,"0"
"1039",54,897,252,"0"
"1039",55,897,251,"0"
"1039",56,896,252,"0"
"1039",57,895,251,"0"
"1039",58,894,252,"0"
"1039",59,891,251,"0"
"1039",60,887,252,"0"
"1039",61,887,251,"0"
"1039",62,886,252,"0"
"1039",63,885,252,"0"
"1039",64,882,252,"0"
"1039",65,881,252,"0"
"1039",66,880,252,"0"
"1039",67,878,252,"0"
"1039",68,877,252,"0"
"1039",69,872,252,"0"
"1039",70,866,252,"0"
"1039",71,864,252,"0"
"1039",72,858,252,"0"
"1040",0,945,250,"0"
"1040",1,945,250,"0"
"1040",2,943,250,"0"
"1040",3,943,250,"0"
"1040",4,942,250,"0"
"1040",5,942,250,"0"
"1040",6,942,250,"0"
"1040",7,941,250,"0"
"1040",8,941,250,"0"
"1040",9,940,251,"0"
"1040",10,939,250,"0"
"1040",11,938,250,"0"
"1040",12,935,251,"0"
"1040",13,935,251,"0"
"1040",14,935,251,"0"
"1040",15,935,250,"0"
"1040",16,935,250,"0"
"1040",17,934,250,"0"
"1040",18,934,250,"0"
"1040",19,933,250,"0"
"1040",20,933,250,"0"
"1040",21,932,251,"0"
"1040",22,932,250,"0"
"1040",23,931,251,"0"
"1040",24,930,251,"0"
"1040",25,929,251,"0"
"1040",26,929,251,"0"
"1040",27,928,251,"0"
"1040",28,927,251,"0"
"1040",29,926,250,"0"
"1040",30,925,251,"0"
"1040",31,924,251,"0"
"1040",32,923,251,"0"
"1040",33,922,251,"0"
"1040",34,921,251,"0"
"1040",35,919,251,"0"
"1040",36,919,251,"0"
"1040",37,918,251,"0"
"1040",38,918,251,"0"
"1040",39,918,251,"0"
"1040",40,917,251,"0"
"1040",41,916,251,"0"
"1040",42,914,251,"0"
"1040",43,912,251,"0"
"1040",44,911,252,"0"
"1040",45,910,251,"0"
"1040",46,909,251,"0"
"1040",47,908,251,"0"
"1040",48,906,251,"0"
"1040",49,904,251,"0"
"1040",50,902,251,"0"
"1040",51,902,251,"0"
"1040",52,901,251,"0"
"1040",53,901,251,"0"
"1040",54,900,252,"0"
"1040",55,900,252,"0"
"1040",56,899,252,"0"
"1040",57,898,252,"0"
"1040",58,897,251,"0"
"1040",59,896,251,"0"
"1040",60,895,252,"0"
"1040",61,893,251,"0"
"1040",62,893,251,"0"
"1040",63,887,252,"0"
"1040",64,885,251,"0"
"1040",65,883,252,"0"
"1040",66,883,251,"0"
"1040",67,881,251,"0"
"1040",68,879,252,"0"
"1040",69,877,252,"0"
"1041",0,947,250,"0"
"1041",1,943,250,"0"
"1041",2,942,250,"0"
"1041",3,941,250,"0"
"1041",4,941,250,"0"
"1041",5,940,250,"0"
"1041",6,939,251,"0"
"1041",7,939,250,"0"
"1041",8,939,250,"0"
"1041",9,939,250,"0"
"1041",10,937,251,"0"
"1041",11,937,251,"0"
"1041",12,937,250,"0"
"1041",13,935,251,"0"
"1041",14,935,250,"0"
"1041",15,934,250,"0"
"1041",16,934,250,"0"
"1041",17,934,250,"0"
"1041",18,933,250,"0"
"1041",19,932,251,"0"
"1041",20,932,250,"0"
"1041",21,929,250,"0"
"1041",22,928,251,"0"
"1041",23,927,251,"0"
"1041",24,927,250,"0"
"1041",25,927,250,"0"
"1041",26,926,252,"0"
"1041",27,925,251,"0"
"1041",28,925,251,"0"
"1041",29,925,251,"0"
"1041",30,925,250,"0"
"1041",31,924,251,"0"
"1041",32,923,251,"0"
"1041",33,922,250,"0"
"1041",34,922,250,"0"
"1041",35,921,251,"0"
"1041",36,919,251,"0"
"1041",37,919,251,"0"
"1041",38,917,251,"0"
"1041",39,915,250,"0"
"1041",40,913,251,"0"
"1041",41,912,252,"0"
"1041",42,911,251,"0"
"1041",43,911,251,"0"
"1041",44,911,251,"0"
"1041",45,910,252,"0"
"1041",46,909,251,"0"
"1041",47,907,251,"0"
"1041",48,906,252,"0"
"1041",49,904,251,"0"
"1041",50,901,251,"0"
"1041",51,901,251,"0"
"1041",52,900,251,"0"
"1041",53,898,252,"0"
"1041",54,898,251,"0"
"1041",55,897,252,"0"
"1041",56,897,251,"0"
"1041",57,895,252,"0"
"1041",58,893,252,"0"
"1041",59,889,252,"0"
"1041",60,887,252,"0"
"1041",61,887,251,"0"
"1041",62,886,251,"0"
"1041",63,885,252,"0"
"1041",64,884,252,"0"
"1041",65,881,252,"0"
"1041",66,880,252,"0"
"1041",67,879,252,"0"
"1041",68,876,252,"0"
"1041",69,872,252,"0"
"1041",70,864,252,"0"
"1042",0,947,250,"0"
"1042",1,944,250,"0"
"1042",2,939,250,"0"
"1042",3,938,251,"0"
"1042",4,938,250,"0"
"1042",5,938,250,"0"
"1042",6,938,250,"0"
"1042",7,937,250,"0"
"1042",8,936,250,"0"
"1042",9,935,251,"0"
"1042",10,935,250,"0"
"1042",11,934,251,"0"
"1042",12,933,250,"0"
"1042",13,932,251,"0"
"1042",14,931,250,"0"
"1042",15,929,251,"0"
"1042",16,928,251,"0"
"1042",17,927,251,"0"
"1042",18,926,251,"0"
"1042",19,926,251,"0"
"1042",20,924,252,"0"
"1042",21,924,251,"0"
"1042",22,924,250,"0"
"1042",23,923,250,"0"
"1042",24,922,251,"0"
"1042",25,920,250,"0"
"1042",26,919,251,"0"
"1042",27,919,251,"0"
"1042",28,918,251,"0"
"1042",29,918,250,"0"
"1042",30,917,251,"0"
"1042",31,917,251,"0"
"1042",32,917,251,"0"
"1042",33,916,250,"0"
"1042",34,915,251,"0"
"1042",35,915,251,"0"
"1042",36,914,251,"0"
"1042",37,911,251,"0"
"1042",38,910,251,"0"
"1042",39,908,251,"0"
"1042",40,907,252,"0"
"1042",41,906,251,"0"
"1042",42,906,251,"0"
"1042",43,904,252,"0"
