CUSTID,DATE,AMOUNT,NUMPURCHASE
102600,2019-01-31,4845,2
103253,2019-01-02,7501,2
101098,2019-06-11,19800,1
101306,2019-09-03,6566,2
102345,2019-08-28,7900,1
105742,2019-01-23,11830,1
102148,2019-04-24,5198,3
102242,2019-04-14,13180,2
101940,2019-11-16,8280,1
105068,2019-03-26,10732,2
100227,2019-02-18,2190,1
103690,2019-08-27,4027,3
101937,2019-08-20,6600,4
102990,2019-01-20,4410,2
101222,2019-03-02,6078,2
102485,2019-03-23,3516,2
101820,2019-04-08,10410,3
104942,2019-05-14,9380,3
102917,2019-02-16,12531,6
100906,2019-01-07,3880,1
102371,2019-07-19,9500,1
100012,2019-11-30,5560,1
101599,2019-05-30,10447,2
102771,2019-07-04,21652,6
105206,2019-04-13,38561,5
105856,2019-10-27,3800,1
105006,2019-07-20,3510,2
101240,2019-01-23,4650,1
100741,2019-04-21,3960,1
104567,2019-06-16,8488,2
103049,2019-02-07,3600,1
104895,2019-05-04,9900,1
103461,2019-10-22,5410,2
101224,2019-05-19,16800,6
102530,2019-12-30,3500,1
102931,2019-06-03,37037,5
101625,2019-01-21,35550,4
104373,2019-03-12,5390,1
104077,2019-12-10,4700,1
100936,2019-03-24,12206,5
100162,2019-08-26,7815,3
105456,2019-09-24,9604,3
102412,2019-09-29,7500,1
103112,2019-08-27,1440,1
100146,2019-12-22,4695,2
103296,2019-07-29,3728,1
102992,2019-01-19,4368,2
103564,2019-11-09,6616,4
105742,2019-06-15,3600,1
103489,2019-11-23,5060,2
102882,2019-05-25,4250,1
101803,2019-08-30,1264,1
102530,2019-02-03,3880,1
101687,2019-10-28,3336,2
102433,2019-10-23,6015,2
100709,2019-01-18,7450,2
104266,2019-01-05,11925,1
103860,2019-03-15,6156,2
105414,2019-03-12,4255,2
101384,2019-03-10,24964,2
105264,2019-09-15,14965,5
103174,2019-05-11,31276,4
105128,2019-04-23,7804,3
104907,2019-08-08,6594,1
102045,2019-02-27,1072,1
102065,2019-09-17,8280,2
100177,2019-05-18,4460,2
100527,2019-05-01,4250,1
101834,2019-09-29,1500,1
103501,2019-09-02,15962,2
104447,2019-12-31,43700,7
102562,2019-04-20,9900,1
100578,2019-02-20,2250,1
103394,2019-04-10,2400,1
101325,2019-01-13,31250,2
103729,2019-04-17,4490,2
104892,2019-01-19,2030,1
100978,2019-08-26,18362,3
101667,2019-02-26,2190,1
103820,2019-03-27,3028,2
102561,2019-12-08,3138,1
100725,2019-12-22,3599,2
100587,2019-07-30,4050,1
100037,2019-01-28,4250,1
104547,2019-02-21,109262,4
100076,2019-03-21,12885,3
105667,2019-06-25,57013,6
103585,2019-03-03,2581,1
101780,2019-07-27,11100,1
100461,2019-09-18,9300,1
105289,2019-07-09,3168,1
100021,2019-05-24,12661,3
101699,2019-02-18,14800,1
103530,2019-05-06,2371,2
102393,2019-04-11,5107,2
105514,2019-10-21,3950,1
102618,2019-12-22,3516,1
103285,2019-08-15,39013,7
104671,2019-09-21,19591,3
105279,2019-01-05,10016,6
102352,2019-01-15,11184,3
103185,2019-03-23,2200,1
103192,2019-10-13,8840,2
103679,2019-03-18,9300,1
103650,2019-01-19,54270,4
102451,2019-05-19,3240,1
100996,2019-09-26,3249,1
102684,2019-01-02,12980,3
100287,2019-06-04,44516,2
104949,2019-08-13,3846,1
100638,2019-12-09,14680,2
103980,2019-07-09,14896,8
101937,2019-09-27,1360,1
105033,2019-04-23,3490,1
104535,2019-06-09,2300,1
100876,2019-02-18,12300,1
102922,2019-04-25,8006,2
101618,2019-07-01,3288,1
101718,2019-07-23,5769,1
101522,2019-10-09,4349,2
102869,2019-06-23,6225,1
104867,2019-01-29,5130,2
100160,2019-07-16,4428,2
105568,2019-01-28,9960,4
105164,2019-11-06,4378,3
103162,2019-11-26,8050,1
104758,2019-07-04,3542,2
101590,2019-02-13,6800,1
102748,2019-09-22,2970,1
100836,2019-12-08,12052,2
101988,2019-12-12,16448,3
102627,2019-12-07,5155,3
102999,2019-05-12,4700,1
103004,2019-12-02,7026,2
100487,2019-07-30,7884,3
105052,2019-07-08,7122,3
105640,2019-07-03,9600,1
105236,2019-01-02,3250,1
103964,2019-09-16,3846,1
104454,2019-09-11,7560,2
101625,2019-02-28,93714,4
103198,2019-02-03,9220,2
103009,2019-05-20,3135,1
100012,2019-02-10,7454,3
105716,2019-08-12,3668,2
100345,2019-02-13,6830,1
103854,2019-01-27,2950,1
102700,2019-06-04,3558,2
103449,2019-04-15,7200,2
101273,2019-01-22,2744,2
103564,2019-12-16,7820,1
105185,2019-07-27,2335,2
100081,2019-04-18,3781,1
105742,2019-07-22,8920,3
101435,2019-09-09,16760,2
103010,2019-07-29,5500,1
101939,2019-10-25,4900,1
105068,2019-09-25,6000,1
105691,2019-07-16,3669,2
104189,2019-11-28,4750,1
103176,2019-01-28,3980,1
105743,2019-11-25,9900,1
104976,2019-05-01,8620,4
100568,2019-03-08,3922,2
100918,2019-02-23,15900,1
103518,2019-03-09,11310,2
100513,2019-05-11,8955,2
102063,2019-07-16,3288,2
105948,2019-06-21,13340,5
102310,2019-02-17,22700,4
101657,2019-03-14,6840,2
100055,2019-04-27,3055,2
101055,2019-01-30,41800,2
100949,2019-06-14,9617,5
103174,2019-06-18,23854,3
104097,2019-12-30,3932,1
102551,2019-12-28,7400,1
105453,2019-06-12,20234,4
103601,2019-11-09,5980,1
102144,2019-02-04,13412,3
104009,2019-01-16,34095,8
102034,2019-06-10,1440,1
101850,2019-12-22,3368,2
102562,2019-05-27,5280,1
102958,2019-12-12,10008,3
103435,2019-10-28,7770,2
102828,2019-04-30,7100,1
104834,2019-02-02,2140,1
102329,2019-07-28,10746,1
105596,2019-07-13,8404,2
101723,2019-08-20,13800,1
103933,2019-09-26,5480,1
100978,2019-10-01,6976,2
105974,2019-02-16,5200,2
103820,2019-05-02,1132,1
102219,2019-12-02,6360,1
104293,2019-11-19,7820,1
102663,2019-11-07,6198,1
100074,2019-07-12,16954,5
101104,2019-04-10,17080,4
100848,2019-04-17,8680,3
100045,2019-01-05,23192,3
104054,2019-04-11,4162,2
104515,2019-03-24,3365,2
105322,2019-04-28,5076,1
104202,2019-04-09,7480,1
102052,2019-02-13,4080,1
103253,2019-11-25,3760,3
101797,2019-09-10,16778,3
105049,2019-02-09,4103,2
105755,2019-10-06,35016,1
100533,2019-06-09,16600,3
103539,2019-08-19,2320,2
101584,2019-09-02,6228,2
102177,2019-05-26,3980,1
102672,2019-02-18,18920,2
101964,2019-05-18,3100,1
101558,2019-01-16,3900,1
105020,2019-01-03,8315,1
105768,2019-06-18,11300,3
103185,2019-02-12,2200,1
102110,2019-09-17,5940,1
100548,2019-11-18,3650,2
101099,2019-12-29,1620,1
102648,2019-08-12,13700,1
101384,2019-06-23,4269,1
102537,2019-05-28,11666,1
101688,2019-09-11,2940,1
105033,2019-03-12,2665,2
101726,2019-04-14,6322,4
101074,2019-12-01,7336,2
103383,2019-08-25,4480,2
103429,2019-01-30,8580,4
105786,2019-05-07,4950,1
103394,2019-07-23,3715,1
105530,2019-05-14,3180,2
101568,2019-02-03,9140,4
104335,2019-07-13,1085,1
100813,2019-05-08,3805,2
105218,2019-01-02,5359,2
105325,2019-03-08,14968,3
103413,2019-05-26,7120,1
100165,2019-09-28,5940,1
105317,2019-02-11,12460,2
104408,2019-06-10,3980,1
104211,2019-02-06,4760,1
104640,2019-04-14,5330,2
100843,2019-02-09,5190,2
100297,2019-05-12,14000,2
105006,2019-07-16,9000,1
101389,2019-02-18,6000,1
100135,2019-05-09,4402,2
105778,2019-08-18,2388,1
105301,2019-09-02,47500,1
103559,2019-08-20,7190,1
103145,2019-07-21,8288,2
101273,2019-11-06,5790,3
102039,2019-04-21,5460,1
103090,2019-09-24,34062,5
100487,2019-06-19,14795,3
100677,2019-01-28,36800,1
101626,2019-08-07,3677,1
103881,2019-03-13,3700,3
103226,2019-02-09,2877,2
105127,2019-10-19,30818,5
101516,2019-10-05,3960,1
102364,2019-03-08,3180,1
103800,2019-05-11,3960,1
103807,2019-12-01,3200,2
102613,2019-11-21,4530,1
101763,2019-08-14,1660,1
103360,2019-10-14,3448,3
103720,2019-07-09,3576,1
103210,2019-06-05,5940,3
100751,2019-05-04,5406,1
105910,2019-09-05,16179,2
103458,2019-07-28,3980,2
101403,2019-11-25,3683,2
104075,2019-09-02,2612,2
100137,2019-07-26,5770,3
105185,2019-06-16,9476,1
100538,2019-04-28,27712,1
102636,2019-06-23,2646,2
103698,2019-11-17,10750,3
104029,2019-08-24,71034,6
105097,2019-02-23,5400,1
104560,2019-08-19,14962,3
105144,2019-02-18,8860,2
105145,2019-09-08,1185,1
104189,2019-10-17,6488,3
104888,2019-02-25,2700,1
100881,2019-12-31,2473,1
100624,2019-06-16,9460,2
101930,2019-04-22,28588,7
105556,2019-03-17,25418,4
104880,2019-04-23,4980,1
103681,2019-08-23,3220,2
100337,2019-06-10,5680,2
105432,2019-12-24,5960,1
100809,2019-12-08,9000,1
103214,2019-03-09,5390,2
104971,2019-10-25,1800,1
104868,2019-06-11,6903,1
102606,2019-09-14,6400,1
103660,2019-11-24,7390,2
101548,2019-12-31,57488,3
101427,2019-07-20,3626,3
103250,2019-03-25,4061,2
100549,2019-12-05,4622,3
104907,2019-08-04,7805,2
105745,2019-02-06,9675,1
101240,2019-06-11,19800,2
104399,2019-06-10,17400,1
104541,2019-12-17,2889,1
100323,2019-09-13,6002,3
103589,2019-11-18,8980,2
101069,2019-01-16,2985,1
103444,2019-08-20,1080,1
100342,2019-02-05,5960,2
103933,2019-08-15,8220,2
104403,2019-08-10,10410,3
101970,2019-02-10,10750,1
104892,2019-01-15,6294,2
103580,2019-06-26,24602,5
104827,2019-09-11,15374,1
100716,2019-08-13,36055,2
100859,2019-03-30,8900,1
101962,2019-04-08,3600,1
104293,2019-10-08,8020,4
104468,2019-05-04,3180,1
100204,2019-08-27,30180,2
104063,2019-07-24,1980,1
100722,2019-05-28,1750,1
105938,2019-07-17,1780,1
104707,2019-02-03,13196,4
104161,2019-05-06,3960,1
103205,2019-06-15,3980,1
105049,2019-03-16,1492,1
102684,2019-11-25,3600,1
102642,2019-06-24,8460,1
105117,2019-06-26,14503,6
102689,2019-06-19,3750,2
101536,2019-03-24,10200,1
103039,2019-06-02,6205,3
100977,2019-04-11,5288,2
101136,2019-09-09,4908,2
103461,2019-04-15,3658,1
101225,2019-06-02,4800,1
100709,2019-06-06,10221,3
102959,2019-07-09,4660,1
105222,2019-10-28,4552,2
101853,2019-04-09,8100,1
104120,2019-03-09,27569,2
103253,2019-02-05,9120,4
102708,2019-11-30,4700,1
103600,2019-05-12,9195,3
101998,2019-01-18,7665,3
102112,2019-07-25,29742,5
104087,2019-09-21,4096,3
104575,2019-09-16,18116,8
105708,2019-09-06,6181,2
103565,2019-11-24,7177,3
101539,2019-12-31,24000,1
105141,2019-05-13,2656,1
103639,2019-09-25,4688,1
101483,2019-08-12,57600,3
104886,2019-12-10,15000,1
101568,2019-03-10,7200,1
104335,2019-08-20,10704,2
101070,2019-12-30,1690,1
102315,2019-02-03,9330,5
101500,2019-02-05,5225,1
104322,2019-05-29,10560,1
102913,2019-03-09,8350,2
105974,2019-05-29,3851,2
102845,2019-12-31,1200,1
105621,2019-12-23,6200,3
105668,2019-12-18,27000,1
105868,2019-01-05,3180,1
102757,2019-01-17,29683,10
101450,2019-09-14,7860,2
103613,2019-01-07,22183,6
102303,2019-03-23,18400,1
101954,2019-10-30,15000,1
105813,2019-09-27,20565,3
100335,2019-01-22,3663,1
101266,2019-05-23,11495,2
101988,2019-12-08,12360,3
100233,2019-03-30,3560,1
101936,2019-01-14,16180,3
101167,2019-07-21,5086,1
100482,2019-12-11,23085,4
100406,2019-03-02,12000,2
102778,2019-06-19,10980,1
104454,2019-09-07,9000,2
104435,2019-10-30,4000,1
100776,2019-07-07,4083,2
102958,2019-04-30,2600,2
104589,2019-12-31,4500,1
102675,2019-02-05,21410,2
101626,2019-09-14,3875,1
103892,2019-11-10,2390,1
103423,2019-07-20,9300,1
100720,2019-02-20,3232,2
104373,2019-04-15,6860,1
104874,2019-04-10,4673,2
100814,2019-02-10,9920,1
100559,2019-09-07,6800,1
102262,2019-06-23,4350,1
103615,2019-04-24,78034,2
102852,2019-08-26,11695,3
103198,2019-01-31,9684,2
105396,2019-10-17,11293,3
105520,2019-10-26,6600,2
104913,2019-04-28,5720,4
100393,2019-08-26,3390,1
102166,2019-12-27,5556,3
105059,2019-08-27,5580,2
100640,2019-08-13,4784,1
102636,2019-07-30,8221,5
100329,2019-06-05,3677,1
105447,2019-03-13,49031,5
105495,2019-09-30,4020,1
103516,2019-05-12,4480,1
103971,2019-05-07,2400,1
103587,2019-10-08,6400,1
103680,2019-03-08,3116,1
103229,2019-12-23,13167,1
100513,2019-05-07,6955,2
103317,2019-09-08,4950,1
100211,2019-12-09,2200,1
101214,2019-10-27,8296,2
104722,2019-03-19,11690,2
103724,2019-04-11,22743,2
101009,2019-08-21,53348,3
103258,2019-03-02,5500,3
103413,2019-11-25,7920,1
103657,2019-06-09,12193,4
103156,2019-05-10,6376,3
103203,2019-05-05,4080,2
105317,2019-08-10,6294,2
102448,2019-08-10,5200,1
105061,2019-11-12,6400,1
104640,2019-10-13,7040,2
100493,2019-08-25,3240,1
104548,2019-05-04,6245,3
102090,2019-10-25,4900,1
103025,2019-03-20,7052,2
103614,2019-12-21,4788,1
105753,2019-12-08,11126,2
100064,2019-03-11,4180,2
101711,2019-12-29,8280,1
103609,2019-01-05,3588,1
100784,2019-07-20,12240,1
105323,2019-06-30,3570,1
103601,2019-03-03,28180,6
102733,2019-07-05,3240,1
104640,2019-02-11,8000,2
101365,2019-09-13,22104,2
101741,2019-09-30,34000,1
104068,2019-11-04,24010,3
103039,2019-10-02,10250,2
104525,2019-06-07,13890,4
105005,2019-06-02,29000,1
105598,2019-05-29,27920,1
103022,2019-07-08,33283,3
102663,2019-03-01,184705,2
105276,2019-06-03,1368,1
103518,2019-10-22,5390,1
102374,2019-07-29,25868,4
102825,2019-01-02,6868,3
101199,2019-02-16,6120,1
100201,2019-08-12,5250,1
102754,2019-09-03,5800,4
104708,2019-11-18,4270,2
102112,2019-11-25,4104,1
102684,2019-04-30,2840,2
100683,2019-02-20,31894,1
101892,2019-07-01,3266,2
101733,2019-01-01,13798,1
102609,2019-06-28,20008,7
100461,2019-02-19,4100,1
100464,2019-09-09,6600,1
103787,2019-04-22,3100,1
101719,2019-02-09,7570,3
104595,2019-12-16,2000,1
101730,2019-08-31,37854,5
104338,2019-06-01,6800,3
103394,2019-12-30,11248,2
103873,2019-12-25,5836,4
100906,2019-06-10,5034,2
101069,2019-10-08,7200,1
105468,2019-10-02,14284,5
100607,2019-01-19,7900,3
101449,2019-06-24,9540,1
104911,2019-06-11,8000,2
101603,2019-08-25,26150,3
103806,2019-10-01,2272,2
100694,2019-09-29,2970,1
104097,2019-09-16,2354,1
100585,2019-09-28,22870,2
103797,2019-05-09,18472,4
101265,2019-03-01,11605,6
105708,2019-02-11,4700,3
103565,2019-04-29,3680,1
102542,2019-04-22,4207,3
105945,2019-08-20,4188,1
104442,2019-06-10,20400,1
105095,2019-05-13,27150,4
101681,2019-12-11,27819,2
100622,2019-09-06,3140,1
101028,2019-06-29,3560,1
104948,2019-06-12,23231,1
103400,2019-08-25,6420,3
100020,2019-07-22,3118,2
101920,2019-09-10,3600,1
103226,2019-07-16,5618,3
105598,2019-10-21,8840,2
102437,2019-04-11,12484,2
104883,2019-11-27,7716,3
100058,2019-02-25,3880,1
102718,2019-05-22,8716,2
102393,2019-12-31,20519,2
102845,2019-06-04,13160,3
103466,2019-11-05,55000,1
105366,2019-12-25,37965,3
104912,2019-02-06,3682,2
100345,2019-06-09,3360,1
100499,2019-08-10,3726,2
101395,2019-04-22,2204,2
105860,2019-02-27,7960,2
102095,2019-03-20,5428,2
104120,2019-12-01,20408,2
102250,2019-12-11,41468,4
102627,2019-05-08,9173,3
100631,2019-03-03,4976,3
105946,2019-04-15,8760,1
100981,2019-02-18,5760,1
104444,2019-08-27,30400,1
103944,2019-05-03,26400,1
103044,2019-09-17,7016,2
104739,2019-10-13,7315,2
104464,2019-09-02,3300,1
100170,2019-01-04,2945,1
105553,2019-02-02,18720,1
104730,2019-05-21,11160,1
102920,2019-06-23,8350,2
104325,2019-08-09,7071,3
104867,2019-10-17,7914,1
105474,2019-10-26,3075,1
105427,2019-10-12,6000,1
105910,2019-03-17,7800,2
101755,2019-04-24,25560,2
102408,2019-03-27,1590,1
102337,2019-10-24,29435,3
105615,2019-10-11,7215,4
101427,2019-12-27,22800,10
103856,2019-08-08,3040,1
102180,2019-12-22,4635,1
104120,2019-01-06,2160,1
101598,2019-09-03,5940,1
104623,2019-07-23,2500,1
101691,2019-02-03,10776,2
105188,2019-07-18,9901,2
101495,2019-04-21,7340,2
104029,2019-03-04,3400,1
101803,2019-03-06,12840,1
104189,2019-04-29,7120,2
100228,2019-08-08,1942,1
103532,2019-05-07,4085,2
105440,2019-05-06,8192,2
102619,2019-07-15,4100,1
102785,2019-06-23,3575,1
102879,2019-06-13,16246,4
101731,2019-09-18,3897,3
104079,2019-09-03,10154,1
102927,2019-12-30,2160,1
101168,2019-10-27,3518,2
103337,2019-09-03,2600,1
104285,2019-08-25,13440,3
105624,2019-04-08,3840,1
100929,2019-06-29,7562,2
100403,2019-02-18,1440,1
100800,2019-01-28,5800,1
105938,2019-12-24,9750,3
103959,2019-01-27,16790,3
104409,2019-12-04,3150,1
104640,2019-03-18,3840,1
101365,2019-10-20,14960,2
105747,2019-03-08,1188,1
104068,2019-12-11,4231,1
105195,2019-12-22,3373,2
103636,2019-05-25,3387,2
101798,2019-12-03,26828,3
104921,2019-02-17,3080,1
104888,2019-12-24,6000,1
102126,2019-12-03,6925,3
100111,2019-10-07,46951,10
103727,2019-11-27,6210,1
104427,2019-10-25,3955,1
103756,2019-06-23,8775,1
105938,2019-01-29,11280,2
102374,2019-09-04,10290,2
102825,2019-02-09,49845,10
101213,2019-12-29,2585,1
100826,2019-11-12,23708,4
101004,2019-12-31,18180,4
101454,2019-11-07,19800,1
101354,2019-12-14,32800,2
105515,2019-04-09,7600,1
105212,2019-04-21,3346,1
105863,2019-10-17,4718,2
104169,2019-06-08,8280,4
100692,2019-08-19,4700,1
105755,2019-05-25,6640,2
104571,2019-01-11,5662,2
105451,2019-01-20,26700,2
105117,2019-01-06,3580,1
101264,2019-08-13,137792,27
102339,2019-01-16,6650,1
105667,2019-01-01,73155,2
105033,2019-09-26,5849,1
103010,2019-05-22,2400,2
100400,2019-12-14,22656,4
102524,2019-07-08,23380,3
103869,2019-07-10,85171,16
101768,2019-03-23,1235,1
103285,2019-02-23,5040,1
101816,2019-10-08,4710,2
103301,2019-09-13,16046,7
105129,2019-12-08,1300,1
100757,2019-07-03,3498,1
103262,2019-01-09,6056,2
103361,2019-05-13,10350,2
105868,2019-06-12,14422,6
104194,2019-02-03,12030,2
100100,2019-07-22,13080,2
100694,2019-11-04,5840,2
104309,2019-06-02,12115,1
102695,2019-08-22,9359,4
104097,2019-10-23,5680,2
104604,2019-07-20,4400,2
103033,2019-04-29,20800,2
100528,2019-10-23,4650,1
101530,2019-02-19,3360,2
103953,2019-07-29,27462,1
101624,2019-02-09,12860,2
102958,2019-10-05,18550,4
103131,2019-02-11,9400,1
101219,2019-04-29,3166,2
103030,2019-11-09,18951,6
102718,2019-06-29,9980,4
103198,2019-07-06,3000,1
105318,2019-07-15,5760,1
100704,2019-11-23,7004,2
105395,2019-09-02,42216,8
104609,2019-03-25,1628,1
100452,2019-09-22,39940,3
102001,2019-05-05,4628,2
100848,2019-02-10,6360,1
105780,2019-10-27,3420,1
104707,2019-01-07,5255,2
104054,2019-02-04,3818,2
102749,2019-10-20,8370,1
100587,2019-06-30,7890,3
103098,2019-08-26,4874,3
103964,2019-03-24,2125,1
104454,2019-03-19,4960,1
105741,2019-03-16,10550,3
104464,2019-10-09,11833,2
101976,2019-04-09,5750,1
102326,2019-03-24,9196,3
102609,2019-12-27,10670,5
105789,2019-10-01,1780,1
101571,2019-06-29,3290,1
105611,2019-07-23,11500,2
102446,2019-01-13,21290,5
101622,2019-04-16,5760,1
105514,2019-09-21,16374,4
102397,2019-10-01,13074,2
100610,2019-01-06,5180,2
100004,2019-01-30,14840,5
101918,2019-12-24,16180,2
104862,2019-05-02,9060,2
105396,2019-04-29,3080,2
102456,2019-11-19,3200,1
103682,2019-09-08,3440,1
104120,2019-02-13,3984,2
102447,2019-06-27,11326,2
104141,2019-09-03,5169,2
105185,2019-02-03,18195,5
105742,2019-01-30,6750,1
102045,2019-09-05,9254,3
105853,2019-01-27,8800,3
103613,2019-11-06,9833,1
103246,2019-09-29,7160,2
102691,2019-06-24,3930,2
101212,2019-11-08,6000,2
100484,2019-09-08,7960,1
103048,2019-06-19,6734,2
102187,2019-06-24,5968,1
103436,2019-08-12,9480,4
105687,2019-01-14,17608,4
104535,2019-05-09,5022,3
104942,2019-05-21,10100,2
102218,2019-10-15,6900,1
102675,2019-12-04,18354,1
102410,2019-05-28,5840,2
105552,2019-12-06,1436,1
105577,2019-05-20,3960,1
101500,2019-01-09,46574,6
101501,2019-07-31,50492,4
103563,2019-10-14,3740,1
100130,2019-03-17,3990,2
100780,2019-03-12,5880,2
100784,2019-10-02,3600,1
101748,2019-03-24,7752,3
105505,2019-04-29,10689,3
101240,2019-01-30,3875,1
105109,2019-06-18,7392,4
102539,2019-08-24,7750,1
101386,2019-05-29,8320,3
102685,2019-12-23,3960,1
100468,2019-02-09,3980,1
105891,2019-12-17,6400,1
101215,2019-01-02,6980,1
101625,2019-01-28,14750,1
103269,2019-04-23,6300,1
101814,2019-08-30,12250,3
100615,2019-12-30,69600,1
100939,2019-10-21,3954,3
100161,2019-02-11,14106,2
101516,2019-10-16,4080,1
101711,2019-04-16,14550,2
100405,2019-06-10,86880,2
105938,2019-03-04,1235,1
100302,2019-01-28,6360,1
104713,2019-08-26,9540,1
100672,2019-01-05,6000,2
101375,2019-07-22,4702,2
100393,2019-07-30,3260,1
101289,2019-04-10,7200,1
104571,2019-02-18,9450,1
104448,2019-04-09,18160,2
103598,2019-01-02,4950,1
101443,2019-06-11,12918,2
102689,2019-02-06,6000,1
102331,2019-04-21,5240,1
100624,2019-06-27,12996,5
105939,2019-08-07,25214,5
104977,2019-10-23,22284,2
103877,2019-06-16,7000,2
105576,2019-10-18,4450,1
101222,2019-08-01,3209,2
103621,2019-06-23,12195,3
100057,2019-09-12,10961,1
102389,2019-12-28,3980,1
100184,2019-08-19,12917,7
102964,2019-07-10,3094,1
105358,2019-01-02,10904,5
104911,2019-08-25,5600,2
104194,2019-03-10,13412,3
100713,2019-03-22,3120,1
104708,2019-03-05,3800,1
100147,2019-08-24,4896,2
104506,2019-11-13,15363,1
105759,2019-02-27,7760,1
104097,2019-11-30,4700,2
105057,2019-12-24,3231,1
104604,2019-08-27,4400,2
102665,2019-09-19,44072,9
103025,2019-02-24,13300,1
100177,2019-05-25,30600,5
104992,2019-03-13,6100,1
103501,2019-09-09,7200,1
104036,2019-04-22,6160,3
104736,2019-03-20,8835,1
101382,2019-12-29,1690,1
102581,2019-11-17,6330,2
104088,2019-08-31,17816,2
103132,2019-10-08,16172,7
101105,2019-07-03,58000,1
102223,2019-11-12,7620,3
102437,2019-06-25,5310,1
100463,2019-02-19,4180,2
103303,2019-06-15,5720,2
103123,2019-05-16,17046,1
101559,2019-02-06,7760,1
100408,2019-04-22,22095,2
105477,2019-08-11,3960,1
100865,2019-06-11,4720,3
101565,2019-05-09,29000,1
102845,2019-08-18,3728,1
100234,2019-11-04,4890,3
104293,2019-10-19,31266,6
100600,2019-01-26,3000,2
103205,2019-06-26,14559,4
102646,2019-07-13,3980,1
102894,2019-09-04,2772,2
104644,2019-06-15,14940,2
105950,2019-04-21,7110,2
100426,2019-03-11,15050,1
104541,2019-02-01,4280,2
103133,2019-06-03,5209,3
101631,2019-10-15,48000,1
104487,2019-10-26,4569,1
105598,2019-02-08,1083,1
101591,2019-04-23,14126,4
105514,2019-10-28,4290,2
102066,2019-04-28,17265,3
104862,2019-06-09,64906,14
101008,2019-08-13,21052,3
101482,2019-06-21,13500,1
103762,2019-08-17,4460,2
100602,2019-04-11,3990,1
100127,2019-08-29,4059,1
104225,2019-08-12,7980,1
101403,2019-08-19,3100,1
102959,2019-07-20,7822,3
105780,2019-01-07,4279,2
103679,2019-03-25,9540,1
102507,2019-10-13,14000,3
103682,2019-10-15,19200,1
101901,2019-11-05,4865,3
102757,2019-12-23,2080,1
100538,2019-01-22,4980,1
105307,2019-06-05,3780,1
105854,2019-09-24,5320,1
104058,2019-12-08,13300,1
102684,2019-01-09,11880,2
104249,2019-09-22,7820,1
103689,2019-03-19,6025,2
101230,2019-02-18,4100,1
100022,2019-01-26,45500,1
101632,2019-06-10,14580,2
102485,2019-05-05,10460,4
102488,2019-11-27,1314,1
105274,2019-07-07,17039,3
104335,2019-08-31,10662,1
102618,2019-02-02,9225,2
100813,2019-06-26,7957,2
103781,2019-11-02,8100,1
100165,2019-11-14,12645,1
101607,2019-05-14,19030,6
105419,2019-04-16,2250,1
102261,2019-11-07,6318,1
100198,2019-02-26,10560,1
105942,2019-10-05,10769,1
102728,2019-12-09,10512,1
101622,2019-09-09,9555,1
100985,2019-08-14,11702,4
102391,2019-01-14,6860,1
102066,2019-08-14,27270,3
100234,2019-03-27,8550,1
105627,2019-12-05,2651,2
102561,2019-05-06,5680,1
102911,2019-04-21,2160,1
102306,2019-12-03,4471,2
104120,2019-07-06,94963,5
103600,2019-09-09,6300,1
101375,2019-05-05,6080,1
104286,2019-01-21,9900,1
100461,2019-02-16,1000,1
102785,2019-12-23,4182,2
105625,2019-08-11,30000,1
100876,2019-06-11,3570,2
102920,2019-01-28,5800,1
103779,2019-06-17,6600,2
101624,2019-11-26,2923,1
105739,2019-10-16,2984,2
105514,2019-03-19,8835,3
100308,2019-02-06,14740,2
103770,2019-01-25,7420,2
101108,2019-11-30,7200,1
105974,2019-09-26,3078,2
102460,2019-03-09,1404,1
101155,2019-11-25,8265,3
105868,2019-05-02,10474,4
102771,2019-12-04,7760,1
103455,2019-03-25,11860,2
104552,2019-02-01,3600,1
104598,2019-09-08,10920,2
102645,2019-09-01,3360,2
101083,2019-11-02,8640,1
102785,2019-01-28,10240,2
104941,2019-03-09,3040,1
105688,2019-02-02,9300,2
101027,2019-06-15,3980,1
105142,2019-05-05,6055,3
100224,2019-03-03,21390,2
102488,2019-04-18,2760,1
102381,2019-11-06,18246,2
104450,2019-06-14,41270,4
101475,2019-03-12,15300,1
100303,2019-08-29,5853,3
100929,2019-02-02,5390,1
104373,2019-08-12,36797,3
104874,2019-08-07,6184,2
105023,2019-04-19,3524,2
103800,2019-10-15,6260,3
104258,2019-10-10,6828,2
104826,2019-10-05,12317,3
102845,2019-06-01,9404,3
103701,2019-05-23,2280,1
104160,2019-05-18,7900,1
105395,2019-07-24,12273,5
104212,2019-03-05,2100,1
104169,2019-12-08,13500,1
105262,2019-01-18,32887,6
104111,2019-12-03,80370,3
100345,2019-06-06,6652,2
103808,2019-12-15,1200,1
101401,2019-10-07,45439,4
102351,2019-03-10,5260,2
105778,2019-02-27,5274,2
105557,2019-03-04,9860,2
103402,2019-08-13,5400,1
103751,2019-01-06,8640,2
101839,2019-03-24,10110,5
104802,2019-06-09,13510,2
105805,2019-04-27,12400,1
105247,2019-12-04,8616,4
101285,2019-08-25,27200,1
103488,2019-10-01,7960,1
100482,2019-05-13,9572,2
105144,2019-07-22,7980,1
103689,2019-11-29,17104,3
105391,2019-02-23,6575,2
103418,2019-04-17,14375,2
105882,2019-01-23,8980,2
102920,2019-06-20,16566,4
