タイムスタンプ,ロットID,idx,温度,振動
2025-02-03 08:31:10,17,68,196.464,0.604
2025-02-03 08:31:20,17,69,195.623,0.641
2025-02-03 08:31:30,17,70,196.864,0.560
2025-02-03 08:31:40,17,71,195.098,0.547
2025-02-03 08:31:50,17,72,195.726,0.464
2025-02-03 08:32:00,17,73,195.385,0.544
2025-02-03 08:32:10,17,74,194.373,0.422
2025-02-03 08:32:20,17,75,194.983,0.431
2025-02-03 08:32:30,17,76,196.100,0.569
2025-02-03 08:32:40,17,77,196.519,0.548
2025-02-03 08:32:50,17,78,195.850,0.439
2025-02-03 08:33:00,17,79,195.520,0.420
2025-02-03 08:33:10,17,80,194.861,0.468
2025-02-03 08:33:20,17,81,196.654,0.439
2025-02-03 08:33:30,17,82,196.355,0.525
2025-02-03 08:33:40,17,83,195.472,0.447
2025-02-03 08:33:50,17,84,195.540,0.529
2025-02-03 08:34:00,17,85,195.546,0.539
2025-02-03 08:34:10,17,86,196.522,0.519
2025-02-03 08:34:20,17,87,195.182,0.592
2025-02-03 08:34:30,17,88,196.647,0.447
2025-02-03 08:34:40,17,89,194.493,0.438
2025-02-03 08:34:50,17,90,196.405,0.534
2025-02-03 08:35:00,17,91,195.984,0.551
2025-02-03 08:35:10,17,92,195.562,0.396
2025-02-03 08:35:20,17,93,196.926,0.480
2025-02-03 08:35:30,17,94,195.801,0.479
2025-02-03 08:35:40,17,95,196.186,0.551
2025-02-03 08:35:50,17,96,195.247,0.655
2025-02-03 08:36:00,17,97,195.848,0.611
2025-02-03 08:36:10,17,98,195.563,0.460
2025-02-03 08:36:20,17,99,196.017,0.518
2025-02-03 08:36:30,17,100,196.369,0.367
2025-02-03 08:36:40,17,101,196.693,0.540
2025-02-03 08:36:50,17,102,196.848,0.451
2025-02-03 08:37:00,17,103,195.260,0.425
2025-02-03 08:37:10,17,104,196.091,0.483
2025-02-03 08:37:20,17,105,196.380,0.353
2025-02-03 08:37:30,17,106,195.946,0.498
2025-02-03 08:37:40,17,107,197.222,0.587
2025-02-03 08:37:50,17,108,195.821,0.462
2025-02-03 08:38:00,17,109,196.852,0.501
2025-02-03 08:38:10,17,110,194.878,0.393
2025-02-03 08:38:20,17,111,194.891,0.444
2025-02-03 08:38:30,17,112,196.160,0.586
2025-02-03 08:38:40,17,113,195.518,0.451
2025-02-03 08:38:50,17,114,194.517,0.432
2025-02-03 08:39:00,17,115,195.490,0.534
2025-02-03 08:39:10,17,116,195.018,0.538
2025-02-03 08:39:20,17,117,196.671,0.422
2025-02-03 08:39:30,17,118,195.852,0.538
2025-02-03 08:39:40,17,119,196.231,0.407
2025-02-03 08:39:50,17,120,194.970,0.508
2025-02-03 08:40:00,17,121,194.994,0.546
2025-02-03 08:40:10,17,122,195.624,0.571
2025-02-03 08:40:20,17,123,195.971,0.502
2025-02-03 08:40:30,17,124,195.338,0.555
2025-02-03 08:40:40,17,125,195.587,0.502
2025-02-03 08:40:50,17,126,195.711,0.448
2025-02-03 08:41:00,17,127,195.350,0.391
2025-02-03 08:41:10,17,128,194.491,0.534
2025-02-03 08:41:20,17,129,195.074,0.436
2025-02-03 08:41:30,17,130,196.195,0.419
2025-02-03 08:41:40,17,131,195.571,0.594
2025-02-03 08:41:50,17,132,194.342,0.522
2025-02-03 08:42:00,17,133,194.763,0.482
2025-02-03 08:42:10,17,134,196.148,0.491
2025-02-03 08:42:20,17,135,195.338,0.529
2025-02-03 08:42:30,17,136,196.547,0.533
2025-02-03 08:42:40,17,137,196.579,0.524
2025-02-03 08:42:50,17,138,196.064,0.480
2025-02-03 08:43:00,17,139,196.254,0.535
2025-02-03 08:43:10,17,140,195.320,0.317
2025-02-03 08:43:20,17,141,195.598,0.501
2025-02-03 08:43:30,17,142,196.453,0.521
2025-02-03 08:43:40,17,143,196.198,0.559
2025-02-03 08:43:50,17,144,195.699,0.490
2025-02-03 08:44:00,17,145,196.267,0.434
2025-02-03 08:44:10,17,146,196.994,0.603
2025-02-03 08:44:20,17,147,194.865,0.435
2025-02-03 08:44:30,17,148,196.456,0.475
2025-02-03 08:44:40,17,149,195.314,0.370
2025-02-03 08:44:50,17,150,195.007,0.345
2025-02-03 08:45:00,17,151,195.783,0.509
2025-02-03 08:45:10,17,152,195.094,0.559
2025-02-03 08:45:20,17,153,197.289,0.486
2025-02-03 08:45:30,17,154,195.739,0.417
2025-02-03 08:45:40,17,155,196.226,0.562
2025-02-03 08:45:50,17,156,195.633,0.651
2025-02-03 08:46:00,17,157,196.834,0.521
2025-02-03 08:46:10,17,158,196.346,0.581
2025-02-03 08:46:20,17,159,194.875,0.358
2025-02-03 08:46:30,17,160,195.831,0.557
2025-02-03 08:46:40,17,161,195.702,0.465
2025-02-03 08:46:50,17,162,195.612,0.375
2025-02-03 08:47:00,17,163,195.604,0.540
2025-02-03 08:47:10,17,164,195.384,0.532
2025-02-03 08:47:20,17,165,195.372,0.525
2025-02-03 08:47:30,17,166,196.556,0.581
2025-02-03 08:47:40,17,167,194.333,0.480
2025-02-03 08:47:50,17,168,195.463,0.482
2025-02-03 08:48:00,17,169,195.960,0.505
2025-02-03 08:48:10,17,170,196.078,0.551
2025-02-03 08:48:20,17,171,195.500,0.567
2025-02-03 08:48:30,17,172,196.724,0.553
2025-02-03 08:48:40,17,173,194.859,0.551
2025-02-03 08:48:50,17,174,195.815,0.322
2025-02-03 08:49:00,17,175,196.549,0.567
2025-02-03 08:49:10,17,176,195.179,0.604
2025-02-03 08:49:20,17,177,194.318,0.621
2025-02-03 08:49:30,17,178,195.350,0.510
2025-02-03 08:49:40,17,179,196.415,0.442
2025-02-03 08:49:50,17,180,197.253,0.472
2025-02-03 08:50:00,17,181,196.016,0.394
2025-02-03 08:50:10,17,182,196.285,0.501
2025-02-03 08:50:20,17,183,195.956,0.559
2025-02-03 08:50:30,17,184,194.948,0.545
2025-02-03 08:50:40,17,185,195.904,0.512
2025-02-03 08:50:50,17,186,195.053,0.498
2025-02-03 08:51:00,17,187,196.028,0.458
2025-02-03 08:51:10,17,188,195.855,0.555
2025-02-03 08:51:20,17,189,196.215,0.530
2025-02-03 08:51:30,17,190,197.025,0.542
2025-02-03 08:51:40,17,191,195.060,0.470
2025-02-03 08:51:50,17,192,195.227,0.527
2025-02-03 08:52:00,17,193,194.714,0.523
2025-02-03 08:52:10,17,194,195.283,0.412
2025-02-03 08:52:20,17,195,196.314,0.489
2025-02-03 08:52:30,17,196,196.196,0.537
2025-02-03 08:52:40,17,197,195.306,0.512
2025-02-03 08:52:50,17,198,194.993,0.476
2025-02-03 08:53:00,17,199,195.720,0.539
2025-02-03 08:53:10,17,200,196.427,0.596
2025-02-03 08:53:20,17,201,194.525,0.499
2025-02-03 08:53:30,17,202,195.260,0.439
2025-02-03 08:53:40,17,203,195.962,0.598
2025-02-03 08:53:50,17,204,196.671,0.381
2025-02-03 08:54:00,17,205,195.541,0.576
2025-02-03 08:54:10,17,206,194.727,0.549
2025-02-03 08:54:20,17,207,195.357,0.507
2025-02-03 08:54:30,17,208,195.773,0.523
2025-02-03 08:54:40,17,209,197.257,0.496
2025-02-03 08:54:50,17,210,196.067,0.568
2025-02-03 08:55:00,17,211,195.494,0.404
2025-02-03 08:55:10,17,212,195.617,0.497
2025-02-03 08:55:20,17,213,196.292,0.538
2025-02-03 08:55:30,17,214,197.091,0.417
2025-02-03 08:55:40,17,215,196.501,0.455
2025-02-03 08:55:50,17,216,194.560,0.597
2025-02-03 08:56:00,17,217,195.650,0.390
2025-02-03 08:56:10,17,218,196.032,0.462
2025-02-03 08:56:20,17,219,196.027,0.501
2025-02-03 08:56:30,17,220,195.627,0.441
2025-02-03 08:56:40,17,221,196.258,0.480
2025-02-03 08:56:50,17,222,197.053,0.564
2025-02-03 08:57:00,17,223,196.671,0.453
2025-02-03 08:57:10,17,224,196.655,0.402
2025-02-03 08:57:20,17,225,196.661,0.539
2025-02-03 08:57:30,17,226,195.948,0.484
2025-02-03 08:57:40,17,227,195.333,0.567
2025-02-03 08:57:50,17,228,196.090,0.438
2025-02-03 08:58:00,17,229,195.124,0.551
2025-02-03 08:58:10,17,230,194.922,0.510
2025-02-03 08:58:20,17,231,195.549,0.568
2025-02-03 08:58:30,17,232,195.877,0.476
2025-02-03 08:58:40,17,233,195.310,0.586
2025-02-03 08:58:50,17,234,196.031,0.474
2025-02-03 08:59:00,17,235,195.409,0.407
2025-02-03 08:59:10,17,236,197.461,0.465
2025-02-03 08:59:20,17,237,195.771,0.501
2025-02-03 08:59:30,17,238,195.449,0.501
2025-02-03 08:59:40,17,239,196.510,0.339
2025-02-03 08:59:50,17,240,196.341,0.517
2025-02-03 09:00:00,17,241,195.561,0.535
2025-02-03 09:00:10,17,242,197.019,0.466
2025-02-03 09:00:20,17,243,196.056,0.403
2025-02-03 09:00:30,17,244,196.593,0.530
2025-02-03 09:00:40,17,245,196.391,0.493
2025-02-03 09:00:50,17,246,195.816,0.486
2025-02-03 09:01:00,17,247,194.739,0.433
2025-02-03 09:01:10,17,248,195.963,0.595
2025-02-03 09:01:20,17,249,196.143,0.352
2025-02-03 09:01:30,17,250,195.378,0.429
2025-02-03 09:01:40,17,251,195.304,0.421
2025-02-03 09:01:50,17,252,196.103,0.412
2025-02-03 09:02:00,17,253,195.529,0.517
2025-02-03 09:02:10,17,254,195.419,0.464
2025-02-03 09:02:20,17,255,196.152,0.510
2025-02-03 09:02:30,17,256,195.663,0.421
2025-02-03 09:02:40,17,257,194.372,0.420
2025-02-03 09:02:50,17,258,195.373,0.452
2025-02-03 09:03:00,17,259,196.205,0.534
2025-02-03 09:03:10,17,260,195.914,0.613
2025-02-03 09:03:20,17,261,197.227,0.511
2025-02-03 09:03:30,17,262,195.467,0.489
2025-02-03 09:03:40,17,263,195.618,0.497
2025-02-03 09:03:50,17,264,196.090,0.496
2025-02-03 09:04:00,17,265,196.850,0.491
2025-02-03 09:04:10,17,266,195.465,0.531
2025-02-03 09:04:20,17,267,196.617,0.525
2025-02-03 09:04:30,17,268,196.541,0.449
2025-02-03 09:04:40,17,269,196.010,0.431
2025-02-03 09:04:50,17,270,194.867,0.527
2025-02-03 09:05:00,17,271,196.146,0.425
2025-02-03 09:05:10,17,272,196.638,0.603
2025-02-03 09:05:20,17,273,195.786,0.470
2025-02-03 09:05:30,17,274,195.963,0.430
2025-02-03 09:05:40,17,275,195.643,0.426
2025-02-03 09:05:50,17,276,197.135,0.451
2025-02-03 09:06:00,17,277,195.311,0.420
2025-02-03 09:06:10,17,278,196.537,0.599
2025-02-03 09:06:20,17,279,194.520,0.480
2025-02-03 09:06:30,17,280,196.997,0.430
2025-02-03 09:06:40,17,281,195.298,0.373
2025-02-03 09:06:50,17,282,196.081,0.357
2025-02-03 09:07:00,17,283,195.109,0.583
2025-02-03 09:07:10,17,284,196.010,0.497
2025-02-03 09:07:20,17,285,195.790,0.384
2025-02-03 09:07:30,17,286,195.403,0.578
2025-02-03 09:07:40,17,287,194.788,0.524
2025-02-03 09:07:50,17,288,195.161,0.527
2025-02-03 09:08:00,17,289,195.772,0.517
2025-02-03 09:08:10,17,290,196.965,0.586
2025-02-03 09:08:20,17,291,195.686,0.493
2025-02-03 09:08:30,17,292,196.335,0.462
2025-02-03 09:08:40,17,293,196.112,0.463
2025-02-03 09:08:50,17,294,196.138,0.550
2025-02-03 09:09:00,17,295,196.386,0.469
2025-02-03 09:09:10,17,296,194.712,0.483
2025-02-03 09:09:20,17,297,195.675,0.652
2025-02-03 09:09:30,17,298,194.987,0.355
2025-02-03 09:09:40,17,299,195.582,0.568
2025-02-03 09:09:50,17,300,196.807,0.556
2025-02-03 09:10:00,17,301,196.015,0.528
2025-02-03 09:10:10,17,302,195.451,0.524
2025-02-03 09:10:20,17,303,195.543,0.461
2025-02-03 09:10:30,17,304,195.775,0.495
2025-02-03 09:10:40,17,305,195.694,0.489
2025-02-03 09:10:50,17,306,195.904,0.479
2025-02-03 09:11:00,17,307,195.742,0.458
2025-02-03 09:11:10,17,308,196.049,0.579
2025-02-03 09:11:20,17,309,195.203,0.448
2025-02-03 09:11:30,17,310,195.228,0.606
2025-02-03 09:11:40,17,311,196.226,0.286
2025-02-03 09:11:50,17,312,197.024,0.513
2025-02-03 09:12:00,17,313,196.639,0.448
2025-02-03 09:12:10,17,314,194.582,0.386
2025-02-03 09:12:20,17,315,196.432,0.410
2025-02-03 09:12:30,17,316,196.757,0.579
2025-02-03 09:12:40,17,317,196.360,0.650
2025-02-03 09:12:50,17,318,195.406,0.538
2025-02-03 09:13:00,17,319,194.366,0.550
2025-02-03 09:13:10,17,320,195.905,0.505
2025-02-03 09:13:20,17,321,196.930,0.432
2025-02-03 09:13:30,17,322,195.728,0.489
2025-02-03 09:13:40,17,323,194.215,0.537
2025-02-03 09:13:50,17,324,196.357,0.536
2025-02-03 09:14:00,17,325,194.827,0.476
2025-02-03 09:14:10,17,326,194.848,0.548
2025-02-03 09:14:20,17,327,195.582,0.463
2025-02-03 09:14:30,17,328,195.793,0.532
2025-02-03 09:14:40,17,329,196.681,0.511
2025-02-03 09:14:50,17,330,195.964,0.514
2025-02-03 09:15:00,17,331,196.417,0.422
2025-02-03 09:15:10,17,332,197.732,0.630
2025-02-03 09:15:20,17,333,195.971,0.576
2025-02-03 09:15:30,17,334,195.885,0.391
2025-02-03 09:15:40,17,335,197.163,0.460
2025-02-03 09:15:50,17,336,196.820,0.581
2025-02-03 09:16:00,17,337,195.709,0.469
2025-02-03 09:16:10,17,338,196.464,0.441
2025-02-03 09:16:20,17,339,195.364,0.521
2025-02-03 09:16:30,17,340,196.174,0.629
2025-02-03 09:16:40,17,341,194.701,0.514
2025-02-03 09:16:50,17,342,196.464,0.521
2025-02-03 09:17:00,17,343,195.763,0.505
2025-02-03 09:17:10,17,344,195.599,0.504
2025-02-03 09:17:20,17,345,195.841,0.508
2025-02-03 09:17:30,17,346,196.676,0.439
2025-02-03 09:17:40,17,347,197.063,0.588
2025-02-03 09:17:50,17,348,195.014,0.602
2025-02-03 09:18:00,17,349,194.986,0.578
2025-02-03 09:18:10,17,350,196.121,0.434
2025-02-03 09:18:20,17,351,195.957,0.388
2025-02-03 09:18:30,17,352,195.907,0.525
2025-02-03 09:18:40,17,353,194.468,0.498
2025-02-03 09:18:50,17,354,196.550,0.417
2025-02-03 09:19:00,17,355,194.997,0.605
2025-02-03 09:19:10,17,356,194.762,0.404
2025-02-03 09:19:20,17,357,197.027,0.584
2025-02-03 09:19:30,17,358,195.709,0.482
2025-02-03 09:19:40,17,359,194.775,0.398
2025-02-03 09:19:50,17,360,195.345,0.434
2025-02-03 09:20:00,17,361,196.314,0.548
2025-02-03 09:20:10,17,362,195.090,0.601
2025-02-03 09:20:20,17,363,195.842,0.616
2025-02-03 09:20:30,17,364,196.129,0.523
2025-02-03 09:20:40,17,365,196.548,0.529
2025-02-03 09:20:50,17,366,195.531,0.494
2025-02-03 09:21:00,17,367,195.141,0.505
2025-02-03 09:21:10,17,368,196.432,0.579
2025-02-03 09:21:20,17,369,196.072,0.435
2025-02-03 09:21:30,17,370,195.381,0.447
2025-02-03 09:21:40,17,371,196.288,0.538
2025-02-03 09:21:50,17,372,196.807,0.403
2025-02-03 09:22:00,17,373,195.598,0.400
2025-02-03 09:22:10,17,374,195.133,0.496
2025-02-03 09:22:20,17,375,195.975,0.396
2025-02-03 09:22:30,17,376,196.513,0.525
2025-02-03 09:22:40,17,377,196.159,0.664
2025-02-03 09:22:50,17,378,195.627,0.496
2025-02-03 09:23:00,17,379,194.793,0.526
2025-02-03 09:23:10,17,380,196.211,0.379
2025-02-03 09:23:20,17,381,196.724,0.498
2025-02-03 09:23:30,17,382,196.495,0.470
2025-02-03 09:23:40,17,383,196.638,0.481
2025-02-03 09:23:50,17,384,195.840,0.599
2025-02-03 09:24:00,17,385,194.213,0.618
2025-02-03 09:24:10,17,386,194.828,0.402
2025-02-03 09:24:20,17,387,196.760,0.472
2025-02-03 09:24:30,17,388,196.440,0.461
2025-02-03 09:24:40,17,389,195.185,0.453
2025-02-03 09:24:50,17,390,195.776,0.499
2025-02-03 09:25:00,17,391,196.933,0.470
2025-02-03 09:25:10,17,392,194.384,0.542
2025-02-03 09:25:20,17,393,194.979,0.423
2025-02-03 09:25:30,17,394,195.860,0.471
2025-02-03 09:25:40,17,395,195.405,0.596
2025-02-03 09:25:50,17,396,196.203,0.574
2025-02-03 09:26:00,17,397,196.244,0.479
2025-02-03 09:26:10,17,398,196.209,0.604
2025-02-03 09:26:20,17,399,196.229,0.429
2025-02-03 09:26:30,17,400,196.347,0.607
2025-02-03 09:26:40,17,401,196.455,0.309
2025-02-03 09:26:50,17,402,195.069,0.515
2025-02-03 09:27:00,17,403,195.769,0.469
2025-02-03 09:27:10,17,404,195.479,0.492
2025-02-03 09:27:20,17,405,196.351,0.401
2025-02-03 09:27:30,17,406,195.565,0.615
2025-02-03 09:27:40,17,407,195.616,0.446
2025-02-03 09:27:50,17,408,196.278,0.543
2025-02-03 09:28:00,17,409,196.343,0.447
2025-02-03 09:28:10,17,410,196.635,0.541
2025-02-03 09:28:20,17,411,196.176,0.502
2025-02-03 09:28:30,17,412,196.154,0.436
2025-02-03 09:28:40,17,413,195.984,0.563
2025-02-03 09:28:50,17,414,195.546,0.545
2025-02-03 09:29:00,17,415,196.189,0.503
2025-02-03 09:29:10,17,416,195.498,0.512
2025-02-03 09:29:20,17,417,195.751,0.543
2025-02-03 09:29:30,17,418,195.112,0.517
2025-02-03 09:29:40,17,419,195.691,0.446
2025-02-03 09:29:50,17,420,195.696,0.463
2025-02-03 11:29:00,18,1,188.802,0.390
2025-02-03 11:29:10,18,2,189.381,0.381
2025-02-03 11:29:20,18,3,188.795,0.729
2025-02-03 11:29:30,18,4,187.687,0.531
2025-02-03 11:29:40,18,5,188.265,0.504
2025-02-03 11:29:50,18,6,189.031,0.512
2025-02-03 11:30:00,18,7,188.558,0.484
2025-02-03 11:30:10,18,8,185.222,0.468
2025-02-03 11:30:20,18,9,184.595,0.519
2025-02-03 11:30:30,18,10,188.990,0.670
2025-02-03 11:30:40,18,11,188.582,0.555
2025-02-03 11:30:50,18,12,187.273,0.555
2025-02-03 11:31:00,18,13,189.460,0.576
2025-02-03 11:31:10,18,14,190.342,0.511
2025-02-03 11:31:20,18,15,192.734,0.641
2025-02-03 11:31:30,18,16,188.408,0.624
2025-02-03 11:31:40,18,17,188.037,0.509
2025-02-03 11:31:50,18,18,186.253,0.695
2025-02-03 11:32:00,18,19,187.816,0.577
2025-02-03 11:32:10,18,20,190.056,0.552
2025-02-03 11:32:20,18,21,187.872,0.659
2025-02-03 11:32:30,18,22,189.515,0.635
2025-02-03 11:32:40,18,23,188.455,0.640
2025-02-03 11:32:50,18,24,188.802,0.714
2025-02-03 11:33:00,18,25,189.837,0.609
2025-02-03 11:33:10,18,26,188.363,0.807
2025-02-03 11:33:20,18,27,190.688,0.618
2025-02-03 11:33:30,18,28,188.595,0.662
2025-02-03 11:33:40,18,29,187.882,0.699
2025-02-03 11:33:50,18,30,190.180,0.708
2025-02-03 11:34:00,18,31,187.349,0.775
2025-02-03 11:34:10,18,32,187.526,0.596
2025-02-03 11:34:20,18,33,190.472,0.753
2025-02-03 11:34:30,18,34,189.053,0.753
2025-02-03 11:34:40,18,35,186.314,0.765
2025-02-03 11:34:50,18,36,190.737,0.681
2025-02-03 11:35:00,18,37,188.609,0.713
2025-02-03 11:35:10,18,38,186.809,0.719
2025-02-03 11:35:20,18,39,189.137,0.756
2025-02-03 11:35:30,18,40,186.728,0.609
2025-02-03 11:35:40,18,41,186.139,0.803
2025-02-03 11:35:50,18,42,188.097,0.663
2025-02-03 11:36:00,18,43,188.977,0.647
2025-02-03 11:36:10,18,44,187.162,0.785
2025-02-03 11:36:20,18,45,188.912,0.688
2025-02-03 11:36:30,18,46,188.743,0.682
2025-02-03 11:36:40,18,47,188.049,0.664
2025-02-03 11:36:50,18,48,189.271,0.792
2025-02-03 11:37:00,18,49,186.922,0.763
2025-02-03 11:37:10,18,50,188.011,0.748
2025-02-03 11:37:20,18,51,188.085,0.655
2025-02-03 11:37:30,18,52,190.583,0.732
2025-02-03 11:37:40,18,53,186.251,0.648
2025-02-03 11:37:50,18,54,187.978,0.750
2025-02-03 11:38:00,18,55,186.700,0.700
2025-02-03 11:38:10,18,56,187.611,0.603
2025-02-03 11:38:20,18,57,188.088,0.636
2025-02-03 11:38:30,18,58,190.954,0.794
2025-02-03 11:38:40,18,59,189.449,0.611
2025-02-03 11:38:50,18,60,187.342,0.690
2025-02-03 11:39:00,18,61,185.081,0.796
2025-02-03 11:39:10,18,62,186.895,0.550
2025-02-03 11:39:20,18,63,189.703,0.716
2025-02-03 11:39:30,18,64,188.524,0.650
2025-02-03 11:39:40,18,65,188.383,0.639
2025-02-03 11:39:50,18,66,190.747,0.622
2025-02-03 11:40:00,18,67,187.606,0.582
2025-02-03 11:40:10,18,68,188.196,0.544
2025-02-03 11:40:20,18,69,188.862,0.536
2025-02-03 11:40:30,18,70,186.939,0.478
2025-02-03 11:40:40,18,71,190.694,0.629
2025-02-03 11:40:50,18,72,186.243,0.524
2025-02-03 11:41:00,18,73,184.163,0.560
2025-02-03 11:41:10,18,74,189.960,0.505
2025-02-03 11:41:20,18,75,189.810,0.477
2025-02-03 11:41:30,18,76,185.934,0.518
2025-02-03 11:41:40,18,77,187.885,0.413
2025-02-03 11:41:50,18,78,190.065,0.678
2025-02-03 11:42:00,18,79,189.756,0.555
2025-02-03 11:42:10,18,80,187.489,0.505
2025-02-03 11:42:20,18,81,186.393,0.293
2025-02-03 11:42:30,18,82,187.585,0.344
2025-02-03 11:42:40,18,83,188.125,0.446
2025-02-03 11:42:50,18,84,189.672,0.610
2025-02-03 11:43:00,18,85,186.980,0.465
2025-02-03 11:43:10,18,86,189.230,0.572
2025-02-03 11:43:20,18,87,189.983,0.658
2025-02-03 11:43:30,18,88,188.721,0.497
2025-02-03 11:43:40,18,89,188.391,0.546
2025-02-03 11:43:50,18,90,189.075,0.625
2025-02-03 11:44:00,18,91,188.043,0.637
2025-02-03 11:44:10,18,92,186.696,0.628
2025-02-03 11:44:20,18,93,187.935,0.608
2025-02-03 11:44:30,18,94,186.908,0.613
2025-02-03 11:44:40,18,95,188.601,0.608
2025-02-03 11:44:50,18,96,190.916,0.537
2025-02-03 11:45:00,18,97,188.272,0.646
2025-02-03 11:45:10,18,98,188.609,0.560
2025-02-03 11:45:20,18,99,188.841,0.609
2025-02-03 11:45:30,18,100,187.042,0.642
2025-02-03 11:45:40,18,101,187.611,0.655
2025-02-03 11:45:50,18,102,187.113,0.725
2025-02-03 11:46:00,18,103,188.125,0.626
2025-02-03 11:46:10,18,104,185.349,0.615
2025-02-03 11:46:20,18,105,186.377,0.640
2025-02-03 11:46:30,18,106,189.734,0.527
2025-02-03 11:46:40,18,107,188.895,0.685
2025-02-03 11:46:50,18,108,189.403,0.633
2025-02-03 11:47:00,18,109,187.835,0.633
2025-02-03 11:47:10,18,110,187.186,0.671
2025-02-03 11:47:20,18,111,187.490,0.766
2025-02-03 11:47:30,18,112,186.331,0.677
2025-02-03 11:47:40,18,113,186.163,0.701
2025-02-03 11:47:50,18,114,188.515,0.664
2025-02-03 11:48:00,18,115,187.329,0.749
2025-02-03 11:48:10,18,116,188.617,0.654
2025-02-03 11:48:20,18,117,186.248,0.647
2025-02-03 11:48:30,18,118,188.079,0.766
2025-02-03 11:48:40,18,119,187.594,0.807
2025-02-03 11:48:50,18,120,187.481,0.741
2025-02-03 11:49:00,18,121,188.566,0.723
2025-02-03 11:49:10,18,122,186.937,0.718
2025-02-03 11:49:20,18,123,187.907,0.663
2025-02-03 11:49:30,18,124,188.858,0.751
2025-02-03 11:49:40,18,125,186.871,0.730
2025-02-03 11:49:50,18,126,187.342,0.668
2025-02-03 11:50:00,18,127,187.753,0.750
2025-02-03 11:50:10,18,128,188.334,0.677
2025-02-03 11:50:20,18,129,188.389,0.799
2025-02-03 11:50:30,18,130,188.636,0.637
2025-02-03 11:50:40,18,131,189.110,0.702
2025-02-03 11:50:50,18,132,189.644,0.716
2025-02-03 11:51:00,18,133,190.139,0.615
2025-02-03 11:51:10,18,134,187.157,0.668
2025-02-03 11:51:20,18,135,189.395,0.577
2025-02-03 11:51:30,18,136,189.194,0.713
2025-02-03 11:51:40,18,137,186.996,0.683
2025-02-03 11:51:50,18,138,189.750,0.661
2025-02-03 11:52:00,18,139,186.893,0.743
2025-02-03 11:52:10,18,140,188.215,0.636
2025-02-03 11:52:20,18,141,188.144,0.562
2025-02-03 11:52:30,18,142,188.681,0.798
2025-02-03 11:52:40,18,143,188.923,0.601
2025-02-03 11:52:50,18,144,189.732,0.763
2025-02-03 11:53:00,18,145,187.969,0.796
2025-02-03 11:53:10,18,146,188.415,0.602
2025-02-03 11:53:20,18,147,191.598,0.519
2025-02-03 11:53:30,18,148,188.263,0.569
2025-02-03 11:53:40,18,149,187.113,0.558
2025-02-03 11:53:50,18,150,187.727,0.660
2025-02-03 11:54:00,18,151,190.847,0.514
2025-02-03 11:54:10,18,152,187.415,0.657
2025-02-03 11:54:20,18,153,189.283,0.627
2025-02-03 11:54:30,18,154,187.355,0.521
2025-02-03 11:54:40,18,155,188.751,0.586
2025-02-03 11:54:50,18,156,190.855,0.507
2025-02-03 11:55:00,18,157,188.770,0.512
2025-02-03 11:55:10,18,158,189.600,0.480
2025-02-03 11:55:20,18,159,188.681,0.355
2025-02-03 11:55:30,18,160,189.834,0.520
2025-02-03 11:55:40,18,161,189.505,0.507
2025-02-03 11:55:50,18,162,189.202,0.464
2025-02-03 11:56:00,18,163,186.585,0.714
2025-02-03 11:56:10,18,164,189.870,0.495
2025-02-03 11:56:20,18,165,187.662,0.415
2025-02-03 11:56:30,18,166,190.289,0.552
2025-02-03 11:56:40,18,167,190.303,0.461
2025-02-03 11:56:50,18,168,187.029,0.562
2025-02-03 11:57:00,18,169,187.311,0.642
2025-02-03 11:57:10,18,170,188.572,0.481
2025-02-03 11:57:20,18,171,186.360,0.718
2025-02-03 11:57:30,18,172,187.699,0.687
2025-02-03 11:57:40,18,173,188.538,0.535
2025-02-03 11:57:50,18,174,188.215,0.594
2025-02-03 11:58:00,18,175,189.247,0.458
2025-02-03 11:58:10,18,176,187.291,0.554
2025-02-03 11:58:20,18,177,188.257,0.645
2025-02-03 11:58:30,18,178,186.751,0.612
2025-02-03 11:58:40,18,179,189.958,0.696
2025-02-03 11:58:50,18,180,187.872,0.607
2025-02-03 11:59:00,18,181,188.207,0.723
2025-02-03 11:59:10,18,182,186.642,0.682
2025-02-03 11:59:20,18,183,187.105,0.668
2025-02-03 11:59:30,18,184,189.616,0.616
2025-02-03 11:59:40,18,185,186.558,0.764
2025-02-03 11:59:50,18,186,190.708,0.745
2025-02-03 12:00:00,18,187,185.485,0.549
2025-02-03 12:00:10,18,188,189.248,0.570
2025-02-03 12:00:20,18,189,189.841,0.680
2025-02-03 12:00:30,18,190,189.586,0.628
2025-02-03 12:00:40,18,191,188.207,0.681
2025-02-03 12:00:50,18,192,187.159,0.771
2025-02-03 12:01:00,18,193,186.936,0.697
2025-02-03 12:01:10,18,194,187.243,0.614
2025-02-03 12:01:20,18,195,189.775,0.771
2025-02-03 12:01:30,18,196,188.006,0.673
2025-02-03 12:01:40,18,197,187.742,0.773
2025-02-03 12:01:50,18,198,188.518,0.596
2025-02-03 12:02:00,18,199,189.304,0.771
2025-02-03 12:02:10,18,200,188.556,0.534
2025-02-03 12:02:20,18,201,189.882,0.747
2025-02-03 12:02:30,18,202,186.555,0.607
2025-02-03 12:02:40,18,203,187.603,0.730
2025-02-03 12:02:50,18,204,188.107,0.635
2025-02-03 12:03:00,18,205,187.748,0.714
2025-02-03 12:03:10,18,206,188.176,0.792
